,WELL,GFP_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG_CONCENTRATION,TIME_MINUTES,EU,PRIMARY,SECONDARY,CLICK,TotalNumberCells,EU_647_Intensity,IF_568_Intensity,DAPI_Intensity_2,NucleusArea_2,EXPERIMENT
166,K09,209.91864391273793,3293.405092782311,2251.381049069374,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3747,224.64579086206388,384.16134763371247,1509.4514855503949,2295.7457627118642,260515_mACPOLR2A_CRC_EU
167,K10,349.2382001776942,3490.1605175343298,2212.2287793047694,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3962,246.89157860800253,745.9117451395414,1546.52371003006,2254.852038671711,260515_mACPOLR2A_CRC_EU
168,K11,361.2616865019523,3462.6738731220753,2127.7223011363635,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3870,250.74746120797542,762.6073434925369,1509.6035117327592,2164.1212558643088,260515_mACPOLR2A_CRC_EU
169,K12,197.84461780924602,3415.28877739182,2137.036945812808,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4015,214.94916753503412,352.6332397935645,1540.1531962475422,2153.83487544484,260515_mACPOLR2A_CRC_EU
170,K13,200.82395271730132,3661.1955012492353,2172.99248377178,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3980,211.01532527021203,355.2923293528314,1537.3640075994592,2193.2654092286966,260515_mACPOLR2A_CRC_EU
171,K14,214.25940641443682,3636.701164779059,2108.513153019637,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3563,222.98775699232388,412.4717635544013,1559.6927216041333,2112.0465465465463,260515_mACPOLR2A_CRC_EU
172,K15,159.63176080020847,3660.2144849349374,1682.3461640562782,HCT116 OsTIRF74G,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4588,301.65452179159166,756.3355394461198,1564.534910436685,1664.3827893175073,260515_mACPOLR2A_CRC_EU
173,K16,158.4237407109178,3530.494271840588,1670.098676957001,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4262,158.78241638924615,1549.8732959492093,1456.5610919503645,1685.7433701657458,260515_mACPOLR2A_CRC_EU
174,K17,363.68278987374737,3769.6812765187947,2142.635224760501,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3508,158.59584957735098,1451.6287682860382,1418.619733389639,2170.942365269461,260515_mACPOLR2A_CRC_EU
175,K18,360.54405213535955,3912.3244586984742,2118.9020544672717,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3771,160.4883057638377,1499.060001551382,1404.9260267003388,2120.552450980392,260515_mACPOLR2A_CRC_EU
176,K19,197.42734885181687,4070.9985433707243,2108.5622019939315,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3859,157.68465820072177,503.91702646804714,1447.2867247852173,2152.3684684684686,260515_mACPOLR2A_CRC_EU
177,K20,201.28331386346989,3814.46611485117,2194.0817450232953,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3666,157.54708607656738,514.4652642175215,1400.7238581854508,2212.204010462075,260515_mACPOLR2A_CRC_EU
178,K21,209.72472910416045,4209.4008821981815,2140.225490196078,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3638,159.4887286457973,574.1630019725542,1464.0464643159721,2134.8222322232223,260515_mACPOLR2A_CRC_EU
179,K22,158.90642752723892,4252.634308193287,1666.1964769647695,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3293,158.3768525819527,1544.4268457296193,1434.7877217818161,1658.434941763727,260515_mACPOLR2A_CRC_EU
180,L03,159.26466755879608,2929.98171877498,1726.0915323962975,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3323,323.51248193881383,761.5951958755701,1556.2600831910522,1691.5686274509803,260515_mACPOLR2A_CRC_EU
181,L04,159.5292010407025,2896.736106315064,1730.2789386401328,HCT116 OsTIRF74G,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4283,324.4880360453669,761.2645541577907,1597.3293666232883,1729.3537368955022,260515_mACPOLR2A_CRC_EU
182,L05,352.18207500402224,2878.5501661724497,2271.971346704871,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4251,248.22163178178593,720.6537218016011,1467.0954788719175,2281.7073518915063,260515_mACPOLR2A_CRC_EU
183,L06,356.7364966180642,2992.4877284832846,2356.103238095238,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3586,248.34942856013194,739.3361761067446,1467.4059741727492,2364.812118902439,260515_mACPOLR2A_CRC_EU
184,L07,342.92810371224056,3111.894662160859,2324.4040219378426,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3810,253.3066812416254,702.9037981230999,1472.2453671972298,2323.2171174509076,260515_mACPOLR2A_CRC_EU
185,L08,200.30877311838543,3275.74637349865,2254.325276526014,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4035,221.27842816434256,348.988412202104,1537.5627053715443,2292.4369918699185,260515_mACPOLR2A_CRC_EU
186,L09,204.22599204773178,3562.446801510536,2236.3529175050303,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4018,222.23440471849548,356.76335108345637,1546.9128559506482,2236.7053465346535,260515_mACPOLR2A_CRC_EU
187,L10,358.4870496282853,3416.855496209262,2146.3473606496864,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3995,250.66796102391115,748.9503511359892,1484.996127118445,2154.4835164835163,260515_mACPOLR2A_CRC_EU
188,L11,362.5124026691983,3595.764876390711,2224.0906332954114,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3773,252.09685214318716,744.0234031652508,1566.984877408325,2261.872609028309,260515_mACPOLR2A_CRC_EU
189,L12,345.33809264469807,3508.381413178594,2227.604907539118,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3933,238.68896847503825,720.155687437101,1554.4103404903212,2232.9045454545453,260515_mACPOLR2A_CRC_EU
190,L13,197.53141382293853,3716.407532899777,2260.892526964561,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3871,211.16335403784527,343.7191623070063,1555.3370546114893,2284.206281504459,260515_mACPOLR2A_CRC_EU
191,L14,203.83256416623394,3637.63028885424,2161.24140625,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3598,218.43908074146472,369.5210410347028,1548.689145440838,2184.3286042944787,260515_mACPOLR2A_CRC_EU
192,L15,159.32065544915355,3535.2088429816226,1708.6776071995764,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4256,301.9574060395068,729.8655512301472,1541.6982989044334,1688.2068694284217,260515_mACPOLR2A_CRC_EU
193,L16,158.54899116978473,3579.770561736392,1661.7125528913964,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3491,158.42156098813996,1503.2899968165732,1468.9835968918003,1647.026460859978,260515_mACPOLR2A_CRC_EU
194,L17,358.2991312999656,3709.809685862801,2206.039314908525,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3858,158.54789440272233,1435.9562694988306,1393.189367025616,2249.1252,260515_mACPOLR2A_CRC_EU
195,L18,357.07396857109757,3775.347040195845,2321.342422887796,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3748,158.39231259570803,1467.2328910809106,1384.3014397361765,2322.4778032036616,260515_mACPOLR2A_CRC_EU
196,L19,337.23125595782994,3888.759798922413,2152.1824324324325,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3942,158.33575381379956,1274.4771534582092,1356.6940498549989,2173.2199095022625,260515_mACPOLR2A_CRC_EU
197,L20,196.3838395170555,3923.0552150712906,2211.487583572111,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3818,157.62634063671067,484.14960669948164,1405.0632449837442,2257.670477137177,260515_mACPOLR2A_CRC_EU
198,L21,201.53732396528721,3700.5960399773544,2175.4989858012173,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3775,157.28787570567422,520.3459429263484,1360.1370277032222,2185.1778413736715,260515_mACPOLR2A_CRC_EU
199,L22,159.0492869146403,4523.894918862174,1672.4601883561643,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3155,158.4156599417835,1529.6857135135076,1430.379785874361,1670.0085854456256,260515_mACPOLR2A_CRC_EU
200,M03,159.71374196777265,2850.258689460007,1733.6640625,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4209,327.39173940557765,739.4576906940806,1589.072558816778,1696.9388583019415,260515_mACPOLR2A_CRC_EU
201,M04,160.07249571389892,3073.8794849068936,1791.9886325643597,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3636,318.96828177271834,744.2685146237262,1605.3457256620766,1767.3716900948023,260515_mACPOLR2A_CRC_EU
202,M05,361.92115555388955,3137.9356386242566,2321.1004098360654,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3769,249.29025534597824,752.0208322187314,1566.9373670501586,2315.062995245642,260515_mACPOLR2A_CRC_EU
203,M06,366.1072195548408,3255.6748165946337,2171.08702859511,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3733,255.1195387954386,771.7232173256923,1535.1207315631784,2238.2822822822823,260515_mACPOLR2A_CRC_EU
204,M07,365.4778314675906,3544.0861796814306,2217.9022966134685,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3885,252.87329295797684,761.3790127609743,1524.06981717828,2237.7403021641485,260515_mACPOLR2A_CRC_EU
205,M08,367.2571720172209,3459.4059846524115,2163.7371541501975,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3908,249.09565281512496,718.5325107570666,1500.0491495923059,2206.610294117647,260515_mACPOLR2A_CRC_EU
206,M09,198.86026285537667,3824.6312149642663,2347.1015724606887,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3760,217.0060249534182,336.80768898781747,1559.7326085293178,2339.764730818143,260515_mACPOLR2A_CRC_EU
207,M10,356.49354661273804,3897.9973554598796,2247.4567375886527,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3631,246.96709065860162,749.6030203394254,1587.6626920221759,2260.3669681104234,260515_mACPOLR2A_CRC_EU
208,M11,371.9923770761553,3860.61380060245,2251.264255319149,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3972,250.39187330749556,759.4182758754602,1559.2498055305612,2311.5194805194806,260515_mACPOLR2A_CRC_EU
209,M12,368.48294588817174,3901.89278445749,2353.51433612704,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3776,250.39963419276603,771.6059160793379,1601.1763091017594,2390.6400176678444,260515_mACPOLR2A_CRC_EU
210,M13,372.33492817368557,4120.797635027907,2238.479407681629,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4013,241.8879503554827,772.5622192820841,1578.5241455165365,2288.9617158671585,260515_mACPOLR2A_CRC_EU
211,M14,198.71809251300567,3967.56278106039,2188.7043256997454,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3574,214.48617935928456,340.1547998042552,1562.7765565397292,2230.4469854469853,260515_mACPOLR2A_CRC_EU
212,M15,159.9675148836614,3956.8041256387596,1683.8109830097087,HCT116 OsTIRF74G,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3695,294.6616960178062,767.3590963752773,1624.9818276433684,1691.0975994946305,260515_mACPOLR2A_CRC_EU
213,M16,159.16637195359857,4075.2336863893465,1623.8273238504796,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4097,158.72011074723778,1563.412550356504,1507.0811485786392,1620.8706043018094,260515_mACPOLR2A_CRC_EU
214,M17,370.0340154358149,4484.353109916855,2140.5937803692905,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3431,159.726577096816,1504.090005187811,1511.2959722295545,2136.1022267206476,260515_mACPOLR2A_CRC_EU
215,M18,362.30466242333625,3881.557090214736,2197.6637848222863,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3624,159.5299216439882,1495.2408204043588,1412.7644870124516,2188.9455081001474,260515_mACPOLR2A_CRC_EU
216,M19,367.03845669144556,4126.833194362588,2173.70183044316,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3593,159.61765121230306,1497.314305800125,1427.4132586475184,2190.341222879684,260515_mACPOLR2A_CRC_EU
217,M20,362.7468085976896,3974.7570808313903,2171.4620833333333,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3657,159.46094035490518,1490.1981635508919,1430.4917449635955,2163.6322278911566,260515_mACPOLR2A_CRC_EU
218,M21,198.81241664792392,4131.561163310141,2141.750472589792,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3428,158.12532917724056,498.83623475398815,1398.127043000878,2188.277010947168,260515_mACPOLR2A_CRC_EU
219,M22,159.31036831709673,4273.863305549405,1678.1930105803142,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4492,158.90432315977708,1561.6941555166516,1417.0300655932322,1653.4611757309021,260515_mACPOLR2A_CRC_EU
220,N03,159.8180729403453,3004.600366356713,1667.291218969989,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4398,306.14429114407034,731.1600154450268,1603.8171132744385,1653.2820869565217,260515_mACPOLR2A_CRC_EU
221,N04,160.0157776538137,3140.501717866731,1649.2000717102903,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3836,306.3980602960931,747.2834239740148,1626.9174504733135,1620.3526830914614,260515_mACPOLR2A_CRC_EU
222,N05,160.87499640870723,3084.7292544575125,1734.6988171064604,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3708,306.80478545673634,730.0190478442746,1529.8427583570717,1696.7192161450716,260515_mACPOLR2A_CRC_EU
223,N06,160.10033861008395,3440.188204272685,1692.9262992125985,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4335,303.0978468475315,758.4257816311429,1611.229322372189,1669.8213292117466,260515_mACPOLR2A_CRC_EU
224,N07,161.0272689991656,3300.554677155623,1712.5002842524161,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3289,296.218007358936,766.2258966155372,1546.9959726070135,1707.7975122938965,260515_mACPOLR2A_CRC_EU
225,N08,162.47584660952194,3859.182394094857,1668.4727805695143,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3887,297.6681284337884,763.2100396867887,1625.1173271258717,1627.7521440823327,260515_mACPOLR2A_CRC_EU
226,N09,161.27118799711212,3900.182846401216,1675.7299806576402,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3365,288.75915664367835,767.3082435411712,1627.7121365979585,1658.5948566610455,260515_mACPOLR2A_CRC_EU
227,N10,161.51179887917968,4011.666167856056,1670.3667377398722,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3860,292.0469221012944,775.4502517670965,1659.8243527640473,1666.430790960452,260515_mACPOLR2A_CRC_EU
228,N11,161.46494282840916,4280.9334532993,1642.2073535699017,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3396,292.0305433447364,784.0334393483174,1690.744426329362,1639.1931914893617,260515_mACPOLR2A_CRC_EU
229,N12,161.45847072435743,4086.5245884607116,1678.6246953696182,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3220,291.49119779988206,784.0365426020749,1670.673297964504,1662.3995147594014,260515_mACPOLR2A_CRC_EU
230,N13,160.68520318887877,4252.955592294472,1641.3594504270332,HCT116 OsTIRF74G,Vehicle,0,240,No addition,No primary,Goat anti-mouse Alexa568,AF647 azide click,3593,170.60925592413307,147.88708839923962,1741.5446714541245,1586.6933540614068,260515_mACPOLR2A_CRC_EU
231,N14,161.66058835438767,4281.779911021825,1681.1727815699658,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",No secondary,No secondary,AF647 azide click,3700,274.36338570832726,145.0198240059479,630.0047588541821,1683.2013565069944,260515_mACPOLR2A_CRC_EU
232,N15,159.67136566285586,4116.4846346327695,1705.2607350096712,HCT116 OsTIRF74G,Vehicle,0,240,No addition,No primary,Goat anti-mouse Alexa568,AF647 azide click,4031,168.58934618839794,146.78416401457386,1602.8825971782042,1657.1337579617834,260515_mACPOLR2A_CRC_EU
233,N16,159.28001268145252,3987.197707083021,1649.5782361308677,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4251,157.95203822956137,1531.5304581586759,1401.8832720226771,1641.1561814191662,260515_mACPOLR2A_CRC_EU
234,N17,158.57381629503502,3955.721381455229,1685.4737447297816,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4182,159.08321240415538,1531.5165089325403,1494.4283888250689,1683.012840466926,260515_mACPOLR2A_CRC_EU
235,N18,158.64646667994433,3831.9420850267916,1637.1852080123267,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3284,159.19134143141332,1568.9797700827046,1502.9790804224826,1645.1647521160821,260515_mACPOLR2A_CRC_EU
236,N19,158.58202825903714,3735.875776666139,1672.3677877198395,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3952,159.25721436286264,1513.861474884013,1493.0361864610759,1673.3375757575757,260515_mACPOLR2A_CRC_EU
237,N20,158.9950480083352,4017.8171420488648,1673.2749118872157,HCT116 OsTIRF74G,No addition,0,240,No addition,No primary,Goat anti-rabbit Alexa568,No click,3995,157.7589725212533,144.40115904224197,1465.2131720329096,1666.714378238342,260515_mACPOLR2A_CRC_EU
238,N21,159.05815587725547,3948.5549912730553,1647.3381053914104,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4318,158.4950923443796,1519.7360301996534,1415.7621432471792,1637.2750460971113,260515_mACPOLR2A_CRC_EU
239,N22,158.8547152980503,4118.46170971237,1708.6358695652175,HCT116 OsTIRF74G,No addition,0,240,No addition,No primary,Goat anti-rabbit Alexa568,No click,3536,157.22124574305863,152.1511832507877,1410.4640911950778,1691.4690693921464,260515_mACPOLR2A_CRC_EU
