,WELL,IF_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG_CONCENTRATION,TIME_MINUTES,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT,ROW,COLUMN,GFP_Intensity_BGS,GFP_Intensity_FC,IF_561_Intensity_BGS,IF_561_Intensity_FC,IF_647_Intensity,TIME_IN_AUXIN,TIME_IN_AUXIN_HRS
239,N22,1178.4092505594765,266.1928305784691,299.0661455681675,1713.562652705061,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2865,250912_mACPOLR2A_Kinetic_pSer2,N,22,-3.635264265461558,-0.004919638235070741,994.678211521473,0.8790282630839507,,0,0.0
10,C13,902.0705945100943,247.05366845930658,467.2596637120451,1678.728842105263,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2375,260522_mACPOLR2A_Kinetic_pSer2,C,13,6.5678516143813965,0.015334863212534387,746.7820692369426,1.2585049814615938,2900.145476830647,0,0.0
11,C14,853.721553948149,246.57440454784464,422.50709637583964,1725.4088298636038,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2786,260522_mACPOLR2A_Kinetic_pSer2,C,14,6.088587702919455,0.014215860080843615,698.4330286749971,1.1770253759613298,2798.453495595544,0,0.0
12,C15,843.7955382436726,247.644556473055,415.94647189331226,1701.5476609215618,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2843,260522_mACPOLR2A_Kinetic_pSer2,C,15,7.158739628129808,0.0167144904326313,688.5070129705207,1.1602976842762391,2766.4549756313404,0,0.0
13,C16,849.2315732036944,243.9937915990242,399.68484964725076,1732.7147138148036,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,3337,260522_mACPOLR2A_Kinetic_pSer2,C,16,3.507974754099024,0.00819054938594242,693.9430479305427,1.169458693034226,2831.692234591368,0,0.0
14,C17,858.3772660819358,246.40795916245537,431.2914913591137,1768.4528448947779,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2566,260522_mACPOLR2A_Kinetic_pSer2,C,17,5.922142317530188,0.013827237230151765,703.088740808784,1.1848713556038364,2767.784345014408,0,0.0
15,C18,848.2696357332512,246.19750696171008,417.7521812565,1754.4663719608461,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,3167,260522_mACPOLR2A_Kinetic_pSer2,C,18,5.711690116784894,0.013335865637020869,692.9811104600994,1.167837600150134,2747.551219101358,0,0.0
16,C19,825.9583173883062,247.18519425875218,417.31991622846056,1728.0070646414695,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2831,260522_mACPOLR2A_Kinetic_pSer2,C,19,6.699377413826994,0.01564195452059638,670.6697921151545,1.1302377347586423,2713.8451388104427,0,0.0
17,C20,807.2395307468372,244.93060632052376,400.19671425169383,1777.0699426111908,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2788,260522_mACPOLR2A_Kinetic_pSer2,C,20,4.444789475598583,0.010377859095898058,651.9510054736854,1.0986921377154826,2718.331123478923,0,0.0
18,C21,836.742650353425,242.67032561248325,428.28127802606565,1821.264705882353,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2312,260522_mACPOLR2A_Kinetic_pSer2,C,21,2.1845087675580714,0.005100471981390869,681.4541250802731,1.148411894687536,2773.68887178917,0,0.0
19,C22,842.474451380366,240.67459389294518,407.26838387094307,1751.1859229747677,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,3012,260522_mACPOLR2A_Kinetic_pSer2,C,22,0.1887770480200004,0.00044076364373305037,687.1859261072141,1.158071339446999,3000.2541004109976,0,0.0
30,D13,836.0187149327459,249.10383969697477,444.1224404494794,1706.941393442623,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2440,260522_mACPOLR2A_Kinetic_pSer2,D,13,8.618022852049592,0.020121678953479723,680.7301896595941,1.1471918917298967,2753.078857243197,0,0.0
31,D14,825.4491038564066,668.213989117918,418.42078519087227,2444.1941209095953,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,Total Pol II (F12),Goat anti-mouse Alexa568,1803,260522_mACPOLR2A_Kinetic_pSer2,D,14,427.7281722729928,0.9986755790266849,670.1605785832548,1.129379589132331,2780.62614391354,0,0.0
32,D15,842.0404506335051,680.2321501895168,425.2467587473558,2393.3290358744393,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,Total Pol II (F12),Goat anti-mouse Alexa568,1784,260522_mACPOLR2A_Kinetic_pSer2,D,15,439.7463333445916,1.0267360266311383,686.7519253603532,1.1573399452098014,2824.280302823748,0,0.0
33,D16,850.1412218051778,669.721206625152,419.170903153611,2526.397571277719,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,Total Pol II (F12),Goat anti-mouse Alexa568,1894,260522_mACPOLR2A_Kinetic_pSer2,D,16,429.23538978022685,1.0021946862876288,694.8526965320259,1.170991666767133,2816.251832736697,0,0.0
34,D17,814.9088489385991,648.1764065973856,400.07664102188954,2404.915254237288,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2242,260522_mACPOLR2A_Kinetic_pSer2,D,17,407.6905897524604,0.9518910891960365,659.6203236654474,1.111616758627456,2647.848404057979,0,0.0
35,D18,836.9367972844876,666.3796521105173,431.7638167013824,2346.647810218978,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,Total Pol II (F12),Goat anti-mouse Alexa568,1644,260522_mACPOLR2A_Kinetic_pSer2,D,18,425.89383526559214,0.9943927010407412,681.6482720113358,1.1487390783331308,2726.8577458420277,0,0.0
36,D19,828.4304022186519,656.9285774073333,423.7514672355112,2399.6524035921816,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,Total Pol II (F12),Goat anti-mouse Alexa568,1893,260522_mACPOLR2A_Kinetic_pSer2,D,19,416.44276056240807,0.9723259817702538,673.1418769455001,1.1344037842685946,2726.3384186806943,0,0.0
37,D20,886.0705018643215,666.2750563619023,431.28808598099056,2395.017554479419,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,Total Pol II (F12),Goat anti-mouse Alexa568,1652,260522_mACPOLR2A_Kinetic_pSer2,D,20,425.78923951697715,0.9941484870128068,730.7819765911697,1.2315410288868793,2872.2957063608073,0,0.0
38,D21,855.0418312784934,649.6176520163158,414.1204359406282,2289.5238536359425,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2159,260522_mACPOLR2A_Kinetic_pSer2,D,21,409.1318351713906,0.9552561623817022,699.7533060053415,1.1792503565354444,2825.305092623801,0,0.0
39,D22,827.4362146472565,241.45598342881993,404.729797744818,1772.7966034755134,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2532,260522_mACPOLR2A_Kinetic_pSer2,D,22,0.970166583894752,0.002265180873578405,672.1476893741046,1.1327283423121655,2880.1996647197448,0,0.0
50,E13,766.6686081587197,241.7240163923437,408.9837244199903,1713.75146009085,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,3082,260522_mACPOLR2A_Kinetic_pSer2,E,13,1.2381995474185317,0.002890994164348755,611.3800828855678,1.0303205065757444,2670.397429174102,0,0.0
51,E14,579.2465529987985,497.1355446088388,389.959091839685,2473.941505595117,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,Total Pol II (F12),Goat anti-mouse Alexa568,1966,260522_mACPOLR2A_Kinetic_pSer2,E,14,256.64972776391363,0.5992352903004027,423.9580277256467,0.7144698725406469,1614.7496505802528,60,1.0
52,E15,578.503504552659,491.61232321184895,396.0766693629732,2467.4105263157894,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,Total Pol II (F12),Goat anti-mouse Alexa568,1710,260522_mACPOLR2A_Kinetic_pSer2,E,15,251.12650636692376,0.5863394684109552,423.2149792795072,0.7132176596000104,1607.7309535791128,120,2.0
53,E16,571.2077568969019,468.5086343567362,395.0767698528651,2393.0330542089027,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,Total Pol II (F12),Goat anti-mouse Alexa568,2269,260522_mACPOLR2A_Kinetic_pSer2,E,16,228.022817511811,0.5323961199463936,415.91923162375,0.7009225936811955,1567.6899014392059,240,4.0
54,E17,600.9038054311591,492.81124871745493,389.2176509411437,2445.6568047337278,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,Total Pol II (F12),Goat anti-mouse Alexa568,2197,260522_mACPOLR2A_Kinetic_pSer2,E,17,252.32543187252975,0.589138764087829,445.61528015800724,0.7509674816741211,1704.178063847691,480,8.0
55,E18,574.436413007647,500.8340027562024,400.03903994308735,2353.8771583621115,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,Total Pol II (F12),Goat anti-mouse Alexa568,2027,260522_mACPOLR2A_Kinetic_pSer2,E,18,260.3481859112772,0.6078705873681556,419.1478877344952,0.7063636453161807,1624.3763198580673,60,1.0
56,E19,562.678462372959,482.49452329594016,403.51118289211314,2415.775641025641,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,Total Pol II (F12),Goat anti-mouse Alexa568,1560,260522_mACPOLR2A_Kinetic_pSer2,E,19,242.00870645101497,0.5650508914577914,407.3899370998071,0.6865487085962158,1501.9614481315223,120,2.0
57,E20,581.832385882774,491.11286238616253,400.3000894802902,2363.1423541247486,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,Total Pol II (F12),Goat anti-mouse Alexa568,1988,260522_mACPOLR2A_Kinetic_pSer2,E,20,250.62704554123735,0.58517330877587,426.5438606096222,0.7188276145108519,1633.877452097381,240,4.0
58,E21,640.2530017678009,498.74575529071075,414.1708532741355,2134.490932642487,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,Total Pol II (F12),Goat anti-mouse Alexa568,1544,260522_mACPOLR2A_Kinetic_pSer2,E,21,258.25993844578556,0.6029948698402022,484.9644764946491,0.8172802141916204,1820.0174147403081,480,8.0
59,E22,728.3046586632821,241.92608201473513,398.9700970596003,1809.4971026490066,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2416,260522_mACPOLR2A_Kinetic_pSer2,E,22,1.4402651698099476,0.0033627844637128556,573.0161333901303,0.9656681487628653,2619.1647251947534,0,0.0
70,F13,702.2562122513995,229.4996928059601,373.635260215878,1700.2673267326732,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,3838,260522_mACPOLR2A_Kinetic_pSer2,F,13,-10.986124038965073,-0.025650809315571434,546.9676869782477,0.9217703358411031,2573.588595432297,0,0.0
71,F14,479.8072879489492,437.2410396557234,374.8042963767509,2463.514435695538,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,Total Pol II (F12),Goat anti-mouse Alexa568,2286,260522_mACPOLR2A_Kinetic_pSer2,F,14,196.75522281079822,0.4593913817341163,324.51876267579735,0.5468911162028208,1311.1106005428098,60,1.0
72,F15,433.28935785931947,388.9004868955036,385.53160755012163,2401.336458333333,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,Total Pol II (F12),Goat anti-mouse Alexa568,1920,260522_mACPOLR2A_Kinetic_pSer2,F,15,148.41467005057842,0.3465240686886933,278.00083258616763,0.46849736633025074,1066.420659640211,120,2.0
73,F16,386.19105407638347,333.3130275797861,370.4244076823777,2405.2183381088826,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,Total Pol II (F12),Goat anti-mouse Alexa568,1745,260522_mACPOLR2A_Kinetic_pSer2,F,16,92.8272107348609,0.21673640980305087,230.90252880323163,0.38912554907467356,887.1476994196312,240,4.0
74,F17,439.1151854514057,361.9878612183619,362.3752371334121,2311.916286779942,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,Total Pol II (F12),Goat anti-mouse Alexa568,2413,260522_mACPOLR2A_Kinetic_pSer2,F,17,121.50204437343672,0.28368747345480727,283.82666017825386,0.4783152681623991,1098.1694030599567,480,8.0
75,F18,487.1664500798196,449.90585434655827,393.1175912652397,2363.6747474747476,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,Total Pol II (F12),Goat anti-mouse Alexa568,1980,260522_mACPOLR2A_Kinetic_pSer2,F,18,209.4200375016331,0.4889616601598327,331.87792480666775,0.5592930505590478,1294.2395628665392,60,1.0
76,F19,422.432033756498,397.34164614386424,382.33667525760364,2500.2295233688105,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,Total Pol II (F12),Goat anti-mouse Alexa568,2161,260522_mACPOLR2A_Kinetic_pSer2,F,19,156.85582929893906,0.36623279994952,267.1435084833462,0.45020019901515224,1016.6521911979687,120,2.0
77,F20,401.63506903491884,359.0574723756394,391.3009651066912,2423.2211789254043,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,Total Pol II (F12),Goat anti-mouse Alexa568,1917,260522_mACPOLR2A_Kinetic_pSer2,F,20,118.57165553071422,0.27684549304765416,246.346543761767,0.41515237880150957,937.5911451815628,240,4.0
78,F21,472.86903098472555,371.4641351503225,397.4514320536116,2223.9591360186805,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,Total Pol II (F12),Goat anti-mouse Alexa568,1713,260522_mACPOLR2A_Kinetic_pSer2,F,21,130.9783183053973,0.30581302881798333,317.5805057115737,0.5351985069238404,1175.6456060804483,480,8.0
79,F22,750.1749731240003,243.46389494000383,390.91336970734665,1716.2696115765423,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2626,260522_mACPOLR2A_Kinetic_pSer2,F,22,2.9780780950786436,0.006953327039891922,594.8864478508485,1.0025248179690087,2749.711252705534,0,0.0
90,G13,674.1245363906373,221.0021723872832,379.01152733094045,1677.42758444217,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,3908,260522_mACPOLR2A_Kinetic_pSer2,G,13,-19.483644457641986,-0.045491134724385,518.8360111174854,0.8743617869939039,2488.975460626585,0,0.0
91,G14,446.17351391406754,422.1111129742835,379.4290580526101,2227.607824427481,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,Total Pol II (F12),Goat anti-mouse Alexa568,2096,260522_mACPOLR2A_Kinetic_pSer2,G,14,181.62529612935833,0.4240654685287207,290.8849886409157,0.49021022640654743,1237.5424849362926,60,1.0
92,G15,368.4651674038291,360.36004269865623,371.30284740352306,2321.7754532775452,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,Total Pol II (F12),Goat anti-mouse Alexa568,2151,260522_mACPOLR2A_Kinetic_pSer2,G,15,119.87422585373105,0.27988678248306587,213.1766421306773,0.35925322407224336,905.6612678886539,120,2.0
93,G16,338.1337274129922,313.9075114350924,379.4504140179919,2236.8483786152497,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,Total Pol II (F12),Goat anti-mouse Alexa568,2282,260522_mACPOLR2A_Kinetic_pSer2,G,16,73.42169459016719,0.17142769195749188,182.84520213984035,0.30813755071070176,787.4952097152461,240,4.0
94,G17,350.6091657439215,317.1748061600788,354.10279102315565,2346.895382100531,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,Total Pol II (F12),Goat anti-mouse Alexa568,2447,260522_mACPOLR2A_Kinetic_pSer2,G,17,76.6889893151536,0.17905629269703843,195.32064047076966,0.32916162444272645,844.4727355343771,480,8.0
95,G18,442.95174109440336,432.1247085537908,388.07977410083726,2406.887089715536,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,Total Pol II (F12),Goat anti-mouse Alexa568,2285,260522_mACPOLR2A_Kinetic_pSer2,G,18,191.63889170886563,0.4474455823761688,287.6632158212515,0.48478077475028586,1193.6806579882877,60,1.0
96,G19,368.5035155006526,374.924963257561,381.4098291276381,2346.256628787879,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,Total Pol II (F12),Goat anti-mouse Alexa568,2112,260522_mACPOLR2A_Kinetic_pSer2,G,19,134.4391464126358,0.3138934984665954,213.21499022750078,0.3593178497145425,894.0205469770738,120,2.0
97,G20,343.5107434962416,333.9620245004014,395.93263953186204,2397.8092723004693,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,Total Pol II (F12),Goat anti-mouse Alexa568,1704,260522_mACPOLR2A_Kinetic_pSer2,G,20,93.47620765547623,0.21825171185116657,188.22221822308978,0.31719909865745816,781.9461621817129,240,4.0
98,G21,365.6678798739945,335.504224517391,382.1787820938344,2306.3930453108537,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,Total Pol II (F12),Goat anti-mouse Alexa568,1898,260522_mACPOLR2A_Kinetic_pSer2,G,21,95.0184076724658,0.22185249757158676,210.37935460084265,0.3545391308502751,893.0006679633146,480,8.0
99,G22,643.8847029803792,243.93862152061686,372.90614811839436,1718.4929706601467,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,3272,260522_mACPOLR2A_Kinetic_pSer2,G,22,3.452804675691681,0.008061736243460807,488.59617770722735,0.8234004924568444,2487.3805697958105,0,0.0
110,H13,658.4256794562469,219.34270407370673,367.8501273048888,1641.5272956768697,HCT116 OsTIRF74G,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa568,3169,260522_mACPOLR2A_Kinetic_pSer2,H,13,-21.143112771218455,-0.04936572280711638,503.1371541830951,0.847905488069412,2577.630201605798,480,8.0
111,H14,448.5131320788362,434.4768179850796,377.1274927519027,2361.149130832571,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,Total Pol II (F12),Goat anti-mouse Alexa568,2186,260522_mACPOLR2A_Kinetic_pSer2,H,14,193.99100114015442,0.45293737459491296,293.22460680568435,0.49415303815360495,1290.4412613092165,60,1.0
112,H15,376.3774512870802,361.7360160445768,373.0798107302674,2257.6030701754385,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,Total Pol II (F12),Goat anti-mouse Alexa568,2280,260522_mACPOLR2A_Kinetic_pSer2,H,15,121.2501991996516,0.28309945601508996,221.08892601392836,0.37258729982473754,945.0097134291542,120,2.0
113,H16,319.15447112618426,301.1449051255427,358.80782785816336,2443.91217472119,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,Total Pol II (F12),Goat anti-mouse Alexa568,2152,260522_mACPOLR2A_Kinetic_pSer2,H,16,60.65908828061754,0.14162908603834679,163.86594585303243,0.2761530005114849,762.7651427511817,240,4.0
114,H17,349.4678172316818,313.891153640002,349.68740721902776,2378.7858749437696,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa568,2223,260522_mACPOLR2A_Kinetic_pSer2,H,17,73.40533679507683,0.17138949917164698,194.17929195852997,0.3272381813829525,848.019235453832,480,8.0
115,H18,421.3811153984661,423.3222808763211,367.3811681875573,2380.409033877039,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,Total Pol II (F12),Goat anti-mouse Alexa568,2391,260522_mACPOLR2A_Kinetic_pSer2,H,18,182.8364640313959,0.42689334820622277,266.09259012531425,0.4484291522222853,1154.770956748453,60,1.0
116,H19,339.95814815023334,354.135326248228,361.81394349227304,2483.8277471361903,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,Total Pol II (F12),Goat anti-mouse Alexa568,2357,260522_mACPOLR2A_Kinetic_pSer2,H,19,113.64950940330283,0.26535308396053614,184.6696228770815,0.3112121325474696,791.4345350477909,120,2.0
117,H20,329.82838948961347,328.99149451905475,381.0063551232822,2257.417704011065,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,Total Pol II (F12),Goat anti-mouse Alexa568,2169,260522_mACPOLR2A_Kinetic_pSer2,H,20,88.50567767412957,0.2066463343498158,174.53986421646164,0.29414108563759933,765.2901513100151,240,4.0
118,H21,363.27731123571465,334.1560229155015,385.19315044318927,2278.548418972332,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa568,2024,260522_mACPOLR2A_Kinetic_pSer2,H,21,93.67020607057634,0.21870466653614978,207.98878596256282,0.3505104554659355,872.2980850147259,480,8.0
119,H22,690.8150399331464,244.672371351176,387.89978376499016,1765.5215128383068,HCT116 OsTIRF74G,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa568,2882,260522_mACPOLR2A_Kinetic_pSer2,H,22,4.186554506250815,0.009774922524832724,535.5265146599945,0.9024892457487893,2681.164325631645,480,8.0
130,I13,624.7147792335351,218.53276828976985,348.4990905432338,1696.211520302172,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,4236,260522_mACPOLR2A_Kinetic_pSer2,I,13,-21.953048555155334,-0.05125679087424699,469.42625396038324,0.7910946223463134,2441.976869718104,0,0.0
131,I14,640.4191616560944,666.1919282809303,353.7461321470174,2268.4808492922566,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,Total Pol II (F12),Goat anti-mouse Alexa568,2402,260522_mACPOLR2A_Kinetic_pSer2,I,14,425.7061114360051,0.993954396490415,485.13063638294255,0.8175602330294457,2514.913346471305,0,0.0
132,I15,647.1172806655335,665.0584298657742,350.12637058440174,2248.1871030776747,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,Total Pol II (F12),Goat anti-mouse Alexa568,2047,260522_mACPOLR2A_Kinetic_pSer2,I,15,424.572613020849,0.991307862407644,491.82875539238165,0.8288481528752114,2456.6062327645764,0,0.0
133,I16,665.8682775045752,665.9525693030685,353.8907805511944,2373.414075286416,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,Total Pol II (F12),Goat anti-mouse Alexa568,1833,260522_mACPOLR2A_Kinetic_pSer2,I,16,425.4667524581433,0.9933955322834093,510.57975223142336,0.8604480317440454,2544.003978062512,0,0.0
134,I17,658.5341585214991,661.1540465921213,356.14699512313746,2440.8118993135013,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2185,260522_mACPOLR2A_Kinetic_pSer2,I,17,420.6682297471961,0.982191763727876,503.24563324834725,0.8480883010340345,2443.387820124794,0,0.0
135,I18,659.518562633751,662.3529690018594,369.0749383847841,2362.4129422718806,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,Total Pol II (F12),Goat anti-mouse Alexa568,2148,260522_mACPOLR2A_Kinetic_pSer2,I,18,421.8671521569342,0.9849910521764027,504.23003736059917,0.8497472555404091,2475.856386882369,0,0.0
136,I19,642.9229107816084,679.3509819158928,370.2813170832904,2363.918312387792,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,Total Pol II (F12),Goat anti-mouse Alexa568,2228,260522_mACPOLR2A_Kinetic_pSer2,I,19,438.86516507096763,1.0246786423087426,487.63438550845655,0.8217796443899904,2388.437407154336,0,0.0
137,I20,659.033238159997,680.4395003996069,365.7488307380627,2314.674710910005,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,Total Pol II (F12),Goat anti-mouse Alexa568,1989,260522_mACPOLR2A_Kinetic_pSer2,I,20,439.95368355468173,1.0272201555815943,503.7447128868452,0.8489293686454161,2479.8020118755567,0,0.0
138,I21,666.3956651005813,680.6914674537243,369.1091098341437,2276.2427536231885,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,1932,260522_mACPOLR2A_Kinetic_pSer2,I,21,440.2056506087991,1.0278084575920257,511.1071398274294,0.8613368049806777,2454.066511846051,0,0.0
139,I22,606.0530910417575,247.28696039456528,372.1115946291729,1752.28313470567,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2769,260522_mACPOLR2A_Kinetic_pSer2,I,22,6.801143549640102,0.015879561863756372,450.7645657686057,0.7596452497390778,2441.6071650089293,0,0.0
150,J13,616.1813093524235,218.91480660963845,351.2592954586665,1654.4683884853375,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,3717,260522_mACPOLR2A_Kinetic_pSer2,J,13,-21.571010235286735,-0.05036479365489702,460.8927840792716,0.7767137007937849,2474.8529505155257,0,0.0
151,J14,499.0064998382614,514.6024158000216,350.74176769992414,2367.25488372093,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,Total Pol II (F12),Goat anti-mouse Alexa568,2150,260522_mACPOLR2A_Kinetic_pSer2,J,14,274.11659895509644,0.6400175881040314,343.71797456510956,0.5792463437828362,1631.3456020223973,60,1.0
152,J15,467.7754554051179,472.442458531066,345.8251858283501,2292.535618639529,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,Total Pol II (F12),Goat anti-mouse Alexa568,1867,260522_mACPOLR2A_Kinetic_pSer2,J,15,231.9566416861408,0.5415809583315083,312.48693013196606,0.5266146234798561,1436.9873173168314,120,2.0
153,J16,491.27397815728534,459.844497486018,355.87554555691304,2267.0205410821645,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,Total Pol II (F12),Goat anti-mouse Alexa568,1996,260522_mACPOLR2A_Kinetic_pSer2,J,16,219.3586806410928,0.512166772274133,335.9854528841335,0.566215209994753,1488.8216719030777,240,4.0
154,J17,512.0716542722114,485.12421199170643,341.9600003690288,2317.5905334335084,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,Total Pol II (F12),Goat anti-mouse Alexa568,2662,260522_mACPOLR2A_Kinetic_pSer2,J,17,244.63839514678125,0.5711907860243531,356.78312899905956,0.6012642290749831,1614.8266350755348,480,8.0
155,J18,483.7307703177924,503.22875574563164,352.3730530731964,2520.1991426344507,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,Total Pol II (F12),Goat anti-mouse Alexa568,2566,260522_mACPOLR2A_Kinetic_pSer2,J,18,262.74293890070646,0.6134619453458988,328.4422450446406,0.5535031149495385,1513.2181894690045,60,1.0
156,J19,464.55247919847824,477.51602350327477,353.7311548635986,2413.0191834727007,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,Total Pol II (F12),Goat anti-mouse Alexa568,2033,260522_mACPOLR2A_Kinetic_pSer2,J,19,237.03020665834958,0.553426905745784,309.2639539253264,0.521183143831004,1368.0430820407728,120,2.0
