,WELL,IF_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG_CONCENTRATION,TIME_MINUTES,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT,ROW,COLUMN
106,H20,1153.9418622387905,378.5983943983594,302.1879877468541,1809.9869451697127,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3447,250905_mACPOLR2A_Kinetic_pSer2,H,20
107,H21,1113.645741317307,374.8535699508716,285.9956647251926,1895.6431226765799,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3766,250905_mACPOLR2A_Kinetic_pSer2,H,21
108,H22,2336.158977549465,251.69939396116462,345.7359809710827,1529.7953394123606,HCT116 OsTIRF74G,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,987,250905_mACPOLR2A_Kinetic_pSer2,H,22
109,I03,1639.1529119690388,268.9816918131845,337.37348289825417,1570.9710055521284,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1621,250905_mACPOLR2A_Kinetic_pSer2,I,03
110,I04,1360.1138139395814,951.7970641942187,281.2423984772955,1910.9255121042831,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,Total Pol II (F12),Goat anti-mouse Alexa647,3759,250905_mACPOLR2A_Kinetic_pSer2,I,04
111,I05,1509.6334230414445,967.9666361339459,307.3937572257468,1873.0167768174886,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,Total Pol II (F12),Goat anti-mouse Alexa647,3934,250905_mACPOLR2A_Kinetic_pSer2,I,05
112,I06,1520.6623915818666,945.7018967267883,298.09701293019555,1829.4023215608793,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,Total Pol II (F12),Goat anti-mouse Alexa647,4049,250905_mACPOLR2A_Kinetic_pSer2,I,06
113,I07,1480.0222618298287,952.4819296168647,298.67201884651263,1881.0197305101058,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,4156,250905_mACPOLR2A_Kinetic_pSer2,I,07
114,I08,1457.1021411072043,946.2908956047756,300.331867886256,1796.8959722592692,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,Total Pol II (F12),Goat anti-mouse Alexa647,3749,250905_mACPOLR2A_Kinetic_pSer2,I,08
115,I09,1432.336901123745,955.0164285544475,290.968267913328,1866.092649310873,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,Total Pol II (F12),Goat anti-mouse Alexa647,3918,250905_mACPOLR2A_Kinetic_pSer2,I,09
116,I10,1482.0370913628196,957.6234454335187,296.3094248192463,1818.9705221084187,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,Total Pol II (F12),Goat anti-mouse Alexa647,4003,250905_mACPOLR2A_Kinetic_pSer2,I,10
117,I11,1386.8240175543658,965.1297689845712,286.2181957307497,1860.2001009336361,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,3963,250905_mACPOLR2A_Kinetic_pSer2,I,11
118,I12,1639.3226449866122,255.86431317652594,347.62142582545755,1521.0508140108534,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2027,250905_mACPOLR2A_Kinetic_pSer2,I,12
119,I13,1833.4485527115219,253.5383919425712,328.4883887866226,1632.071794871795,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1950,250905_mACPOLR2A_Kinetic_pSer2,I,13
120,I14,1483.3712476556734,922.379165655399,276.16777486723015,1820.5529742149604,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3917,250905_mACPOLR2A_Kinetic_pSer2,I,14
121,I15,1494.3941194829267,917.9058419844374,301.4600215343438,1900.9404641775984,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3964,250905_mACPOLR2A_Kinetic_pSer2,I,15
122,I16,1536.0183571143202,911.4645376998986,301.9128262608394,2003.8706771287416,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3441,250905_mACPOLR2A_Kinetic_pSer2,I,16
123,I17,1452.5409365191053,904.9920033922119,293.97642965623953,1800.0351254480286,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,4185,250905_mACPOLR2A_Kinetic_pSer2,I,17
124,I18,1605.6958174916438,920.4399876258872,308.3123868889488,1845.8913641364136,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3636,250905_mACPOLR2A_Kinetic_pSer2,I,18
125,I19,1465.6312093681715,922.4027812163287,283.6203146900523,1870.1111662531018,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,pSer2 Pol II (3E10),Goat anti-rat Alexa647,4030,250905_mACPOLR2A_Kinetic_pSer2,I,19
126,I20,1531.1527576349727,902.7616975500889,298.17840298115243,1824.4298938197658,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3673,250905_mACPOLR2A_Kinetic_pSer2,I,20
127,I21,1433.688752122199,893.4835474891001,286.0589251168167,1939.8494055482167,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3785,250905_mACPOLR2A_Kinetic_pSer2,I,21
128,I22,2060.6436392860955,252.6262116179848,327.01100856661674,1542.6163480553726,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1517,250905_mACPOLR2A_Kinetic_pSer2,I,22
129,J03,1561.7808898504527,269.818524030839,331.4875439984655,1591.4544989775052,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1956,250905_mACPOLR2A_Kinetic_pSer2,J,03
130,J04,1131.1909107381553,798.4145109299888,287.9391592776392,1918.967865970887,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,Total Pol II (F12),Goat anti-mouse Alexa647,3641,250905_mACPOLR2A_Kinetic_pSer2,J,04
131,J05,1089.6045225461237,744.3569857898544,281.33735931081304,1899.134881422925,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,Total Pol II (F12),Goat anti-mouse Alexa647,4048,250905_mACPOLR2A_Kinetic_pSer2,J,05
132,J06,1038.2733295737596,691.2355266850836,281.9197159200415,1881.5050906381923,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,Total Pol II (F12),Goat anti-mouse Alexa647,4027,250905_mACPOLR2A_Kinetic_pSer2,J,06
133,J07,1064.443544136596,700.5665299257718,283.3108768587521,1849.7646072796936,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,Total Pol II (F12),Goat anti-mouse Alexa647,4176,250905_mACPOLR2A_Kinetic_pSer2,J,07
134,J08,1088.6399022270955,777.3242313425907,281.9705245932849,1841.2412010829437,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,Total Pol II (F12),Goat anti-mouse Alexa647,4063,250905_mACPOLR2A_Kinetic_pSer2,J,08
135,J09,1040.4809647348593,706.151359194914,277.9404186024602,1831.0982698961939,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,Total Pol II (F12),Goat anti-mouse Alexa647,4335,250905_mACPOLR2A_Kinetic_pSer2,J,09
136,J10,1030.8030854438487,683.9820239751009,278.80294515272954,1780.2876590046865,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,Total Pol II (F12),Goat anti-mouse Alexa647,4481,250905_mACPOLR2A_Kinetic_pSer2,J,10
137,J11,1054.4402042471586,685.1796702137773,274.38461787956373,1799.3892468340368,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,Total Pol II (F12),Goat anti-mouse Alexa647,4501,250905_mACPOLR2A_Kinetic_pSer2,J,11
138,J12,1547.581963430895,255.81421112797506,335.775215527827,1597.5824175824175,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1911,250905_mACPOLR2A_Kinetic_pSer2,J,12
139,J13,1795.9516083338217,255.54927552117854,332.0468668274316,1641.3112016293278,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2455,250905_mACPOLR2A_Kinetic_pSer2,J,13
140,J14,1509.8144723065343,761.0423143511094,296.43256229800295,1718.7954492686324,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,pSer2 Pol II (3E10),Goat anti-rat Alexa647,4307,250905_mACPOLR2A_Kinetic_pSer2,J,14
141,J15,1419.500528909237,688.380086029872,286.93654781574,1906.0161493817816,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3963,250905_mACPOLR2A_Kinetic_pSer2,J,15
142,J16,1444.5052028435298,645.7704156336785,291.1984346833252,1874.5833546734955,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3905,250905_mACPOLR2A_Kinetic_pSer2,J,16
143,J17,1382.4587529857774,655.4907082987045,285.2642490656711,1882.660186199343,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3652,250905_mACPOLR2A_Kinetic_pSer2,J,17
144,J18,1532.060256775097,753.9541134867784,295.73499689183797,1869.3529071449234,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3457,250905_mACPOLR2A_Kinetic_pSer2,J,18
145,J19,1542.2216733084645,695.7615230001884,293.9092797115717,1863.4369973190348,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2984,250905_mACPOLR2A_Kinetic_pSer2,J,19
146,J20,1455.1809650740174,642.4805055182292,289.02647633610314,1868.7376486129458,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3785,250905_mACPOLR2A_Kinetic_pSer2,J,20
147,J21,1400.090075252725,633.79866004346,279.55594291871887,1882.0990539788536,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3594,250905_mACPOLR2A_Kinetic_pSer2,J,21
148,J22,2069.094452184575,253.89547012069772,329.2418248476707,1553.1138079827401,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1854,250905_mACPOLR2A_Kinetic_pSer2,J,22
149,K03,1579.4809829119715,271.1839853301065,338.54110299334377,1525.6630360789652,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1469,250905_mACPOLR2A_Kinetic_pSer2,K,03
150,K04,939.5226999545264,659.3649691113004,292.7556256397621,1947.6579391891892,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,Total Pol II (F12),Goat anti-mouse Alexa647,3552,250905_mACPOLR2A_Kinetic_pSer2,K,04
151,K05,762.3013372354651,533.8747414592784,285.3097114117282,1951.8179899762595,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,Total Pol II (F12),Goat anti-mouse Alexa647,3791,250905_mACPOLR2A_Kinetic_pSer2,K,05
152,K06,741.5971803897464,473.0097647547014,293.2752006688322,1893.8932630995287,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,Total Pol II (F12),Goat anti-mouse Alexa647,3607,250905_mACPOLR2A_Kinetic_pSer2,K,06
153,K07,794.36143519843,482.2348114621934,283.3947193269307,1881.2156242394744,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,Total Pol II (F12),Goat anti-mouse Alexa647,4109,250905_mACPOLR2A_Kinetic_pSer2,K,07
154,K08,902.3278941223551,636.8454168718841,282.9551878751856,1845.363590772317,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,Total Pol II (F12),Goat anti-mouse Alexa647,3988,250905_mACPOLR2A_Kinetic_pSer2,K,08
155,K09,748.1525559108535,528.4406525610458,278.87433550154776,1851.6615204678362,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,Total Pol II (F12),Goat anti-mouse Alexa647,4275,250905_mACPOLR2A_Kinetic_pSer2,K,09
156,K10,715.7259956416679,460.4662895652356,311.78640119054563,1840.743309285548,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,Total Pol II (F12),Goat anti-mouse Alexa647,4297,250905_mACPOLR2A_Kinetic_pSer2,K,10
157,K11,778.3696305474097,473.8784133145439,278.5595035985052,1915.5588958731894,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,Total Pol II (F12),Goat anti-mouse Alexa647,3659,250905_mACPOLR2A_Kinetic_pSer2,K,11
158,K12,1504.037967067317,258.6740097850609,331.0506098221658,1560.0177584846092,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2534,250905_mACPOLR2A_Kinetic_pSer2,K,12
159,K13,1975.0265973380147,256.93868783391446,349.2578300453014,1588.3922018348624,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2180,250905_mACPOLR2A_Kinetic_pSer2,K,13
160,K14,1385.0513929951637,619.0168782712897,287.1008814627272,1838.3702989392477,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,pSer2 Pol II (3E10),Goat anti-rat Alexa647,4148,250905_mACPOLR2A_Kinetic_pSer2,K,14
161,K15,1309.0777390314008,511.5013695039845,292.79215708123934,1884.8146023468057,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3835,250905_mACPOLR2A_Kinetic_pSer2,K,15
162,K16,1211.6527822323837,449.67054736758763,286.0808874563327,1946.8577120091065,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3514,250905_mACPOLR2A_Kinetic_pSer2,K,16
163,K17,1207.0971811499091,461.4619859819154,283.2357082050297,1888.663377696191,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,4358,250905_mACPOLR2A_Kinetic_pSer2,K,17
164,K18,1414.759675015054,635.6792736784331,297.0575826729913,1785.865236051502,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3495,250905_mACPOLR2A_Kinetic_pSer2,K,18
165,K19,1266.6893971526763,514.7811501005,286.3838464929243,1877.596875856399,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3649,250905_mACPOLR2A_Kinetic_pSer2,K,19
166,K20,1253.470469681973,456.62593835715256,284.3949758090048,1892.1871165644172,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3586,250905_mACPOLR2A_Kinetic_pSer2,K,20
167,K21,1184.4770564884643,460.3265115158637,275.02749629633934,1911.2658192870958,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3619,250905_mACPOLR2A_Kinetic_pSer2,K,21
168,K22,1951.8596247194025,253.30146537599998,321.2487348634125,1575.4713483146068,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1780,250905_mACPOLR2A_Kinetic_pSer2,K,22
169,L03,1590.460097629134,271.91141105253496,344.6815440405623,1549.5596816976126,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1131,250905_mACPOLR2A_Kinetic_pSer2,L,03
170,L04,850.930776461751,604.6617882125873,295.1224505669997,2004.9217974905164,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,Total Pol II (F12),Goat anti-mouse Alexa647,3427,250905_mACPOLR2A_Kinetic_pSer2,L,04
171,L05,706.2171648745447,509.40856639647455,286.406824852877,1905.3620981387478,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,Total Pol II (F12),Goat anti-mouse Alexa647,4137,250905_mACPOLR2A_Kinetic_pSer2,L,05
172,L06,602.6899302889484,410.4673243283287,284.8050555637028,1941.7605449305738,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,Total Pol II (F12),Goat anti-mouse Alexa647,3817,250905_mACPOLR2A_Kinetic_pSer2,L,06
173,L07,673.30485883013,426.25131007956844,271.1120535547774,1873.437222715173,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,Total Pol II (F12),Goat anti-mouse Alexa647,4508,250905_mACPOLR2A_Kinetic_pSer2,L,07
174,L08,873.8002824931978,617.5481628038307,283.2952644712629,1919.711077080143,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,Total Pol II (F12),Goat anti-mouse Alexa647,3918,250905_mACPOLR2A_Kinetic_pSer2,L,08
175,L09,661.9399379368564,473.14179456022305,279.65007788063417,1956.5371167975677,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,Total Pol II (F12),Goat anti-mouse Alexa647,3947,250905_mACPOLR2A_Kinetic_pSer2,L,09
176,L10,627.2971916404312,416.98672202744376,273.98855239868766,1864.5518509438589,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,Total Pol II (F12),Goat anti-mouse Alexa647,4079,250905_mACPOLR2A_Kinetic_pSer2,L,10
177,L11,663.4756169483564,422.216455569681,273.5185030241652,1914.12245398773,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,Total Pol II (F12),Goat anti-mouse Alexa647,4075,250905_mACPOLR2A_Kinetic_pSer2,L,11
178,L12,1586.6633553327745,261.34179057195746,331.01698053476565,1486.4966236955188,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1629,250905_mACPOLR2A_Kinetic_pSer2,L,12
179,L13,1915.5035038330868,258.8127643518353,331.32110419345634,1560.9462927756654,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2104,250905_mACPOLR2A_Kinetic_pSer2,L,13
180,L14,1342.6653657853003,608.0400815901781,285.86874677677577,1803.9911141490088,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,pSer2 Pol II (3E10),Goat anti-rat Alexa647,4389,250905_mACPOLR2A_Kinetic_pSer2,L,14
181,L15,1166.4384729603944,472.1338240600535,276.3472337687171,1858.428780487805,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,pSer2 Pol II (3E10),Goat anti-rat Alexa647,4100,250905_mACPOLR2A_Kinetic_pSer2,L,15
182,L16,1105.7774182879673,401.08801074001394,284.71860728297474,1854.1107544141253,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3738,250905_mACPOLR2A_Kinetic_pSer2,L,16
183,L17,1097.4826680786966,404.5941055482518,279.86105456068924,1903.5651723244364,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3859,250905_mACPOLR2A_Kinetic_pSer2,L,17
184,L18,1377.4610541276706,580.7391422057467,293.44781004604755,1891.9541312272174,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3292,250905_mACPOLR2A_Kinetic_pSer2,L,18
185,L19,1169.8176050450822,475.67105238103255,278.3031544634702,1867.9411318847904,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3958,250905_mACPOLR2A_Kinetic_pSer2,L,19
186,L20,1081.0804753487785,397.54821217567,282.5773526568547,1901.7141744548287,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3852,250905_mACPOLR2A_Kinetic_pSer2,L,20
187,L21,1125.7581635036522,404.46657146916056,277.7501194273958,1910.8835582208897,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,4002,250905_mACPOLR2A_Kinetic_pSer2,L,21
188,L22,1971.2869252285323,254.46968094128957,326.9358748489201,1592.1636274026614,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2029,250905_mACPOLR2A_Kinetic_pSer2,L,22
189,M03,1608.994805688682,267.5406119189377,337.73967287158183,1624.186150409531,HCT116 OsTIRF74G,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,1343,250905_mACPOLR2A_Kinetic_pSer2,M,03
190,M04,886.2732044877038,621.0745758480133,280.63226890158063,1961.192391304348,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,Total Pol II (F12),Goat anti-mouse Alexa647,3680,250905_mACPOLR2A_Kinetic_pSer2,M,04
191,M05,680.7871727202005,489.16447649556,284.7662045503328,1929.2996632996633,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,Total Pol II (F12),Goat anti-mouse Alexa647,3564,250905_mACPOLR2A_Kinetic_pSer2,M,05
192,M06,619.0317015481074,415.616624450764,282.3460520582716,1898.0625698324022,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,Total Pol II (F12),Goat anti-mouse Alexa647,3580,250905_mACPOLR2A_Kinetic_pSer2,M,06
193,M07,656.6221344788966,418.2380384148871,280.9011239495024,1902.6072282753123,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,3763,250905_mACPOLR2A_Kinetic_pSer2,M,07
194,M08,860.7831954710323,608.8710050237577,276.96879899239104,1882.4055676855896,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,Total Pol II (F12),Goat anti-mouse Alexa647,3664,250905_mACPOLR2A_Kinetic_pSer2,M,08
195,M09,670.7966935438366,473.90986106710784,279.08913149355755,1932.7133794694348,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,Total Pol II (F12),Goat anti-mouse Alexa647,3468,250905_mACPOLR2A_Kinetic_pSer2,M,09
196,M10,618.2053946312495,409.11803173641516,272.10007053610286,1869.0287984111221,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,Total Pol II (F12),Goat anti-mouse Alexa647,4028,250905_mACPOLR2A_Kinetic_pSer2,M,10
197,M11,654.0741831328928,408.7497251051044,274.529785697463,1990.0554545454545,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,3300,250905_mACPOLR2A_Kinetic_pSer2,M,11
198,M12,1581.8899818210682,262.1365392423895,323.53620450744233,1555.0367321089298,HCT116 OsTIRF74G,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,1579,250905_mACPOLR2A_Kinetic_pSer2,M,12
199,M13,1997.5917754422296,262.9171884130721,331.49277681082367,1563.3648380700595,HCT116 OsTIRF74G,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1513,250905_mACPOLR2A_Kinetic_pSer2,M,13
200,M14,1394.3231007678346,595.4950941505217,287.4231460117065,1904.3687556766577,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3303,250905_mACPOLR2A_Kinetic_pSer2,M,14
201,M15,1163.6579225730966,461.3075645159917,276.06810329421614,1904.2862369828315,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3553,250905_mACPOLR2A_Kinetic_pSer2,M,15
202,M16,1086.7988738569652,401.9890469985094,280.93939275724256,1920.39649122807,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3420,250905_mACPOLR2A_Kinetic_pSer2,M,16
203,M17,1064.2814017526575,404.9128340332043,272.70815083568107,1951.2908233989465,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3607,250905_mACPOLR2A_Kinetic_pSer2,M,17
204,M18,1336.6234379493512,569.2950108325496,278.2058720594998,1896.9876688197298,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3406,250905_mACPOLR2A_Kinetic_pSer2,M,18
205,M19,1220.5827051369872,472.4650438861509,280.2490281576901,1922.2087586433981,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3037,250905_mACPOLR2A_Kinetic_pSer2,M,19
206,M20,1043.9318535731497,395.2720176495563,272.710904368984,1952.2783284221805,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3733,250905_mACPOLR2A_Kinetic_pSer2,M,20
207,M21,1073.6724136489142,394.0828960483575,279.49693730463633,1936.0355317595522,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,4109,250905_mACPOLR2A_Kinetic_pSer2,M,21
208,M22,2125.804943559847,255.07245859376772,331.9227720072859,1623.146529562982,HCT116 OsTIRF74G,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1167,250905_mACPOLR2A_Kinetic_pSer2,M,22
209,N03,1521.0836685276868,266.14811821018304,300.4156497909097,1619.5477911646587,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1245,250905_mACPOLR2A_Kinetic_pSer2,N,03
210,N04,1566.9755569636923,268.6405453096894,309.4176706840221,1681.190012180268,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1642,250905_mACPOLR2A_Kinetic_pSer2,N,04
211,N05,1650.9600395041884,267.76636973803704,318.15378389575824,1507.8110383536016,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1069,250905_mACPOLR2A_Kinetic_pSer2,N,05
