,WELL,IF_561_Intensity,GFP_Intensity,DAPI_Intensity,NucleusArea,CELL,EU,DRUG,DRUG TIME HOURS,PRIMARY,SECONDARY,TotalNumberCells,Alexa647_Intensity,NucleusArea2,EXPERIMENT
95,G18,478.87691966366214,334.2618162575117,485.89915877515404,1666.4697782963826,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,Total Pol II F12,Goat anti-mouse Alexa647,4285,163.53536801416803,1552.3490252020922,250128_ARMC5mAC_TotalPolII
96,G19,751.3864270491771,338.2566191930737,576.4009274308419,1419.612112112112,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,Total Pol II F12,Goat anti-mouse Alexa647,1998,170.43289867859585,1346.409568261377,250128_ARMC5mAC_TotalPolII
97,G20,677.2244813274692,338.0772815362282,572.6887533870756,1421.0494479116658,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,Total Pol II F12,Goat anti-mouse Alexa647,2083,162.85043376879005,1309.9261891744122,250128_ARMC5mAC_TotalPolII
98,G21,476.8168322319539,330.96490641369024,489.12242647227805,1617.7612257281553,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,Total Pol II F12,Goat anti-mouse Alexa647,3296,161.84991521462877,1501.312582781457,250128_ARMC5mAC_TotalPolII
99,G22,472.11804796710015,330.40253061513505,462.27709209481424,1655.9774453394707,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4345,156.44278980660195,1581.1530054644809,250128_ARMC5mAC_TotalPolII
100,H03,432.9337650136415,331.9376210494238,437.2321039999356,1705.9258737316798,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,3548,155.63975493707443,1601.1674325100516,250128_ARMC5mAC_TotalPolII
101,H04,571.0626211303781,410.9821166625213,568.8391206207652,1380.6116883116883,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,1540,168.71087314309844,1323.40395480226,250128_ARMC5mAC_TotalPolII
102,H05,525.0813638512327,407.1217500420189,546.9881474811174,1401.851786501985,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,2267,161.25145902358025,1306.242908715833,250128_ARMC5mAC_TotalPolII
103,H06,459.647723342295,329.88692220973707,471.3134268790883,1680.8432558139534,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,4300,164.12332964003915,1562.2255130597016,250128_ARMC5mAC_TotalPolII
104,H07,591.282696044333,340.1686023698173,557.0949399514152,1477.3581241117954,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,2111,166.61733249744603,1372.1925925925925,250128_ARMC5mAC_TotalPolII
105,H08,572.7623295593061,338.02881148268415,573.0661744460696,1401.6509764646971,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,1997,164.1178826750021,1289.4128902316213,250128_ARMC5mAC_TotalPolII
106,H09,446.26657191695074,331.8067801975488,470.77661010168464,1660.9724391364264,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,4354,156.2159932555968,1555.2526632700324,250128_ARMC5mAC_TotalPolII
107,H10,548.9091656712533,407.1083668943034,565.7927811978027,1441.0962162162161,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,1850,167.2754779182288,1330.4220183486239,250128_ARMC5mAC_TotalPolII
108,H11,528.9390857313109,411.22422024877335,560.7504592074519,1379.4436926051233,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,2069,161.61379478027834,1277.6225306994127,250128_ARMC5mAC_TotalPolII
109,H12,447.56861779109585,336.791695314713,477.16796269086655,1612.4358865848499,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,4726,157.42028958175638,1535.2024070021882,250128_ARMC5mAC_TotalPolII
110,H13,578.4573094810434,342.68804914873346,569.5273803677583,1446.5532786885246,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,2440,164.97906038654708,1370.9634418189924,250128_ARMC5mAC_TotalPolII
111,H14,589.8752307620557,342.15592507453573,561.3096387475496,1415.4968652037617,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,2552,156.68560964698727,1309.6191369606004,250128_ARMC5mAC_TotalPolII
112,H15,463.1117120409295,331.5726095811415,480.82476535467686,1655.447300103842,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,3852,154.18624049333377,1550.7392344497607,250128_ARMC5mAC_TotalPolII
113,H16,572.99075758672,410.8786996417535,557.9346521781862,1430.2719576719576,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,1890,165.8460283576367,1348.4165202108964,250128_ARMC5mAC_TotalPolII
114,H17,533.7462630533233,405.27210567831315,576.9341503015273,1429.111269614836,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,2103,161.82344054220164,1324.946418808092,250128_ARMC5mAC_TotalPolII
115,H18,464.4834959616712,335.5823570818221,478.63331760682667,1667.979980227385,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,4046,158.07080111545676,1565.923076923077,250128_ARMC5mAC_TotalPolII
116,H19,624.9993189188765,338.81508734997533,562.6766131955638,1476.8786264061575,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,1689,166.81687768681195,1373.6061728395061,250128_ARMC5mAC_TotalPolII
117,H20,631.6285084948655,343.1244338616326,585.0598787125019,1359.688155922039,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,2001,164.61680802455624,1237.6203331418724,250128_ARMC5mAC_TotalPolII
118,H21,479.8183882713508,335.4818361019612,487.9807688758812,1640.6417096959265,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,3486,159.05739227120299,1552.012901290129,250128_ARMC5mAC_TotalPolII
119,H22,466.05558789661535,331.5333663635776,459.6307454283569,1633.7111572153067,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4338,157.2129252486742,1564.9218077474893,250128_ARMC5mAC_TotalPolII
120,I03,460.4242178608259,330.19153735545484,449.3052198857117,1679.6651685393258,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4005,155.25150527199148,1579.2792275574113,250128_ARMC5mAC_TotalPolII
121,I04,599.5156301476923,390.84166185998765,571.9667100014555,1353.5250720461095,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,1735,166.37449190979552,1262.2751004016063,250128_ARMC5mAC_TotalPolII
122,I05,544.1326223930807,393.65514697795726,542.1208060449646,1416.262962962963,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,1890,179.3865315967827,1317.3102040816327,250128_ARMC5mAC_TotalPolII
123,I06,455.4592000341372,328.9601310272529,457.5357026730286,1624.2490502321655,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,4738,156.46721377175092,1522.703369301916,250128_ARMC5mAC_TotalPolII
124,I07,899.2719733221394,334.1386616818049,526.1541485807066,1484.2029411764706,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,1700,159.15966231568953,1408.0108211330362,250128_ARMC5mAC_TotalPolII
125,I08,760.7678826126491,334.7902382368011,523.3437651374599,1508.2703432317778,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,2593,156.63791980660542,1399.4344262295083,250128_ARMC5mAC_TotalPolII
126,I09,449.4006070521111,329.38643285524836,467.21933611261977,1638.934596958967,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,4801,155.45398963519372,1540.0624587640202,250128_ARMC5mAC_TotalPolII
127,I10,885.6241724041558,336.50900789411924,530.0344402120132,1572.051130247578,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,1858,160.29482348865474,1480.6194739787354,250128_ARMC5mAC_TotalPolII
128,I11,758.883126258525,341.4578774634516,545.0876204511621,1478.5631343889565,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,2463,156.502242104191,1344.7868181818183,250128_ARMC5mAC_TotalPolII
129,I12,455.73462591708017,340.7614207618566,477.41846409956173,1658.8386754404585,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,4711,151.6067920340191,1552.5404604513335,250128_ARMC5mAC_TotalPolII
130,I13,544.3230231070012,399.77474367656157,581.5134244106008,1437.872043918919,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,2368,159.08041169317588,1334.1802982376864,250128_ARMC5mAC_TotalPolII
131,I14,518.7605736047022,401.8893571565516,578.2434551735578,1425.4291497975707,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,2470,155.14131941488222,1329.703829787234,250128_ARMC5mAC_TotalPolII
132,I15,435.70764791650527,333.9490227698608,472.42753865902546,1669.7891917074307,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,4293,155.0474798747742,1581.0545103714423,250128_ARMC5mAC_TotalPolII
133,I16,854.1793258688816,337.1819134539753,544.9357105184799,1479.9753086419753,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,1782,156.8091198368545,1392.5308083663087,250128_ARMC5mAC_TotalPolII
134,I17,739.8963767006354,336.7023527651287,530.2439323139619,1510.5213449187759,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,2647,153.47843904640465,1422.0726141078837,250128_ARMC5mAC_TotalPolII
135,I18,434.0974264770022,332.13603137482477,474.4782363937224,1650.665732305536,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,4281,152.87368767603857,1560.0340519353258,250128_ARMC5mAC_TotalPolII
136,I19,531.4987860818933,387.9071929960078,551.566284374972,1399.8821887213846,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,1791,160.92996428062168,1291.9937733499378,250128_ARMC5mAC_TotalPolII
137,I20,501.1911429269216,397.71690669125553,549.8106808139481,1450.6704599336178,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,2109,157.43391170826823,1345.64542651593,250128_ARMC5mAC_TotalPolII
138,I21,447.7503936548443,332.08056328560605,478.0310944667254,1673.797119215446,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,3263,153.81465321997285,1579.2271459559963,250128_ARMC5mAC_TotalPolII
139,I22,438.4069753412279,332.26628044368914,459.2949873556817,1641.486406214302,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4377,154.45391772149387,1546.1800643086817,250128_ARMC5mAC_TotalPolII
140,J03,443.39551189882036,329.1022794832442,450.2832634828247,1739.0995681991365,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,3937,153.49749133380246,1636.8534126163393,250128_ARMC5mAC_TotalPolII
141,J04,792.5991209894635,331.10607767841475,511.09482390489825,1525.2446808510638,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,Total Pol II F12,Goat anti-mouse Alexa647,2256,171.27734132770922,1438.388731060606,250128_ARMC5mAC_TotalPolII
142,J05,771.5055595695541,334.6242502307215,526.0966561142479,1479.2670744138634,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,Total Pol II F12,Goat anti-mouse Alexa647,1962,160.94348142239528,1374.5200880572372,250128_ARMC5mAC_TotalPolII
143,J06,446.10156262813763,328.17098764449497,466.98464714866014,1659.9653727393031,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,Total Pol II F12,Goat anti-mouse Alexa647,4534,158.79832337134394,1543.8301973382286,250128_ARMC5mAC_TotalPolII
144,J07,537.8716203466051,384.53926896005424,522.9381359165144,1445.1951886276654,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,Total Pol II F12,Goat anti-mouse Alexa647,1829,160.4615652728966,1370.2130484988452,250128_ARMC5mAC_TotalPolII
145,J08,531.6866683012279,391.6529749134901,544.57031009959,1451.7398130841123,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,Total Pol II F12,Goat anti-mouse Alexa647,2675,158.41085247384748,1343.0219734660034,250128_ARMC5mAC_TotalPolII
146,J09,463.7674199717273,332.1584995595772,482.6304202068832,1615.3891604675878,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,Total Pol II F12,Goat anti-mouse Alexa647,4705,154.29855401104203,1505.121683841263,250128_ARMC5mAC_TotalPolII
147,J10,826.34763228646,337.76080296278803,538.4668845855094,1492.1310413552567,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,Total Pol II F12,Goat anti-mouse Alexa647,2007,160.71303484871694,1386.234439834025,250128_ARMC5mAC_TotalPolII
148,J11,757.9277129893237,347.5367184834658,549.8508425103304,1439.3278404163052,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,Total Pol II F12,Goat anti-mouse Alexa647,2306,156.36700833026208,1328.7067395264116,250128_ARMC5mAC_TotalPolII
149,J12,460.4261296695716,340.50246688675145,476.8316716989767,1634.6016949152543,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,Total Pol II F12,Goat anti-mouse Alexa647,4484,157.1109208660962,1547.0718879191547,250128_ARMC5mAC_TotalPolII
150,J13,541.8201489837539,399.5428366193528,552.8688515796715,1416.5063492063491,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,Total Pol II F12,Goat anti-mouse Alexa647,2520,160.6044299832846,1338.9123232323232,250128_ARMC5mAC_TotalPolII
151,J14,542.1085322239487,404.42978044787975,568.7023180327799,1392.7985148514852,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,Total Pol II F12,Goat anti-mouse Alexa647,2020,156.6560229105814,1316.9872549019608,250128_ARMC5mAC_TotalPolII
152,J15,435.54079866520345,336.33309432060014,452.3605047001821,1669.718045112782,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,Total Pol II F12,Goat anti-mouse Alexa647,3990,153.2898598542977,1585.6238926853962,250128_ARMC5mAC_TotalPolII
153,J16,838.9224286768257,342.2345830738904,536.182756885841,1439.5727798213347,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,Total Pol II F12,Goat anti-mouse Alexa647,1903,161.7524894380592,1369.7156231714453,250128_ARMC5mAC_TotalPolII
154,J17,728.2842222060949,339.74089854077863,524.2414645226472,1446.5501858736059,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,Total Pol II F12,Goat anti-mouse Alexa647,2421,157.0528247555085,1315.9132093466858,250128_ARMC5mAC_TotalPolII
155,J18,381.8365858905041,332.7798628708874,430.11525968643014,1900.836629145117,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,Total Pol II F12,Goat anti-mouse Alexa647,3287,153.911536187601,1871.2909987669543,250128_ARMC5mAC_TotalPolII
156,J19,523.5388083992102,394.36816411852016,548.1008241703938,1402.623263888889,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,Total Pol II F12,Goat anti-mouse Alexa647,1728,161.87208636426277,1326.7118644067796,250128_ARMC5mAC_TotalPolII
157,J20,497.85699794415405,400.47729577733116,548.9043402306768,1408.5579126007638,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,Total Pol II F12,Goat anti-mouse Alexa647,2357,157.67912338445873,1315.5848007414272,250128_ARMC5mAC_TotalPolII
158,J21,438.2941192834924,334.04286550645475,467.88916063573384,1658.7246460560532,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,Total Pol II F12,Goat anti-mouse Alexa647,3461,154.10129592886548,1559.4631983446645,250128_ARMC5mAC_TotalPolII
159,J22,433.11653560863283,334.14366523892625,458.2150500606222,1636.2429107589658,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4796,156.36076736022494,1552.3414364640885,250128_ARMC5mAC_TotalPolII
160,K03,455.82205038292614,328.4186301635456,449.6540544667321,1630.246492985972,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,3992,156.5060563465446,1557.3598189590143,250128_ARMC5mAC_TotalPolII
161,K04,819.8787631664429,333.88630802098874,547.5182663750913,1392.8722466960353,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,Total Pol II F12,Goat anti-mouse Alexa647,1362,164.42734042557677,1365.6721056721058,250128_ARMC5mAC_TotalPolII
162,K05,737.1095793296878,333.7590645896219,547.5747875441823,1389.7993645029505,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,Total Pol II F12,Goat anti-mouse Alexa647,2203,161.8810527203525,1327.0272865083375,250128_ARMC5mAC_TotalPolII
163,K06,454.5684966405047,329.968104204843,441.6226541058277,1636.7845589821004,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,Total Pol II F12,Goat anti-mouse Alexa647,4637,159.89024608085398,1513.97657425317,250128_ARMC5mAC_TotalPolII
164,K07,626.8296823114414,348.5880983411901,556.1041274003736,1334.032217308907,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,Total Pol II F12,Goat anti-mouse Alexa647,1583,163.74913892605122,1265.5983827493262,250128_ARMC5mAC_TotalPolII
165,K08,514.6598051898948,414.17515647457776,543.5618039658269,1411.410105757932,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,Total Pol II F12,Goat anti-mouse Alexa647,2553,159.22215735390122,1295.5331040412725,250128_ARMC5mAC_TotalPolII
166,K09,455.3164818137036,334.37990518624895,469.86010417912195,1643.1829108391607,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,Total Pol II F12,Goat anti-mouse Alexa647,4576,152.42551317975827,1537.1890833717182,250128_ARMC5mAC_TotalPolII
167,K10,773.7131792789127,339.3214016690894,536.4392969204916,1413.3968620212274,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,Total Pol II F12,Goat anti-mouse Alexa647,2167,163.23179544233884,1316.6511397423192,250128_ARMC5mAC_TotalPolII
168,K11,677.4944550492114,346.43907574946235,528.3332803850726,1449.9746609564597,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,Total Pol II F12,Goat anti-mouse Alexa647,2802,155.00533120027464,1336.766752105456,250128_ARMC5mAC_TotalPolII
169,K12,441.6792566075545,341.07871904867824,472.785266476763,1654.0590697674418,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,Total Pol II F12,Goat anti-mouse Alexa647,4300,152.4898711128908,1559.5084496693607,250128_ARMC5mAC_TotalPolII
170,K13,550.4507490002575,424.10329751255676,571.2329413934784,1358.3248820754718,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,Total Pol II F12,Goat anti-mouse Alexa647,1696,160.44416752366084,1281.3722842043453,250128_ARMC5mAC_TotalPolII
171,K14,508.6699070680758,414.5379742299864,540.9875067753684,1397.9384761003312,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,Total Pol II F12,Goat anti-mouse Alexa647,2113,157.00564383670851,1288.1838516093835,250128_ARMC5mAC_TotalPolII
172,K15,428.86600976296074,337.8484931444288,457.8878524714932,1616.2339111849917,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,Total Pol II F12,Goat anti-mouse Alexa647,4211,151.94243526301966,1512.1697451484686,250128_ARMC5mAC_TotalPolII
173,K16,723.1413971741707,344.54299168414633,540.7051668473568,1502.979020979021,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,Total Pol II F12,Goat anti-mouse Alexa647,2002,160.6552352357791,1427.0434782608695,250128_ARMC5mAC_TotalPolII
174,K17,653.5657449639542,342.16242998962593,542.7346096817031,1430.5273010920437,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,Total Pol II F12,Goat anti-mouse Alexa647,2564,158.07157130784458,1336.5188679245282,250128_ARMC5mAC_TotalPolII
175,K18,431.1489448502392,335.443989539171,453.5987336215339,1639.6987896780088,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,Total Pol II F12,Goat anti-mouse Alexa647,4379,158.65617820297507,1533.451923076923,250128_ARMC5mAC_TotalPolII
176,K19,493.93326925842257,412.06613973058285,541.1193011680364,1418.6226030191758,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,Total Pol II F12,Goat anti-mouse Alexa647,2451,163.09359946294907,1320.9472507822977,250128_ARMC5mAC_TotalPolII
177,K20,506.0426996416533,424.08689202149174,551.102826363554,1364.5754005655042,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,Total Pol II F12,Goat anti-mouse Alexa647,2122,161.40527608960804,1243.3601236476043,250128_ARMC5mAC_TotalPolII
178,K21,449.78908837387644,335.2935694372523,474.33784303566875,1632.3508889634352,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,Total Pol II F12,Goat anti-mouse Alexa647,2981,157.5358407048931,1507.3431205189484,250128_ARMC5mAC_TotalPolII
179,K22,402.21165835506974,331.8588664744214,440.8400992106972,1662.2315041101976,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4501,151.24877685531007,1594.4045475011255,250128_ARMC5mAC_TotalPolII
180,L03,458.0331902508544,328.8756332949728,462.79131033932015,1662.491715085001,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4647,156.6815697155849,1539.4150464919696,250128_ARMC5mAC_TotalPolII
181,L04,744.5711832584847,333.31480466612186,573.608211442451,1371.7154416722858,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,Total Pol II F12,Goat anti-mouse Alexa647,1483,167.41929639037585,1308.56,250128_ARMC5mAC_TotalPolII
182,L05,718.796120178438,335.3255361240895,547.3111587342167,1380.8473951129554,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,Total Pol II F12,Goat anti-mouse Alexa647,2169,168.27523538987762,1285.4601293103449,250128_ARMC5mAC_TotalPolII
183,L06,461.2356149921072,328.81255862321643,441.4554665996776,1659.3212318477717,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,Total Pol II F12,Goat anti-mouse Alexa647,3994,158.8400890321814,1577.2019931939717,250128_ARMC5mAC_TotalPolII
184,L07,544.285992181856,407.8295616936734,521.0894636532918,1430.2526720820863,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,Total Pol II F12,Goat anti-mouse Alexa647,2339,162.09496024747523,1370.7303271441203,250128_ARMC5mAC_TotalPolII
185,L08,534.6320547395866,412.11817598190106,522.9685455897023,1404.581047381546,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,Total Pol II F12,Goat anti-mouse Alexa647,2005,157.39487281866434,1294.303937881309,250128_ARMC5mAC_TotalPolII
186,L09,476.12917696363223,333.0162074752742,471.0755643498146,1597.0221118012423,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,Total Pol II F12,Goat anti-mouse Alexa647,4025,154.46394456201932,1486.6650683289379,250128_ARMC5mAC_TotalPolII
187,L10,764.3013375718341,340.0381343924112,554.8854734351991,1371.972566949706,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,Total Pol II F12,Goat anti-mouse Alexa647,1531,165.13939186504956,1282.091033538672,250128_ARMC5mAC_TotalPolII
