,EXPERIMENT,WELL,CELL,DRUG,DRUG TIME HOURS,TIME_IN_AUXIN_HRS,PRIMARY,SECONDARY,TotalNumberCells,GFP_Intensity,GFP_Intensity_BGS,GFP_Intensity_FC
180,260119_ARMC5mAC_TotalPhospho,L03,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2929,693.0837001594598,1.8089551367661443,0.024368362548116838
181,260119_ARMC5mAC_TotalPhospho,L04,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,Total Pol II F12,Goat anti-mouse Alexa647,1774,701.8324286515193,10.557683628825657,0.14222213536786063
182,260119_ARMC5mAC_TotalPhospho,L05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2255,790.2993931506418,99.02464812794813,1.333957088120695
183,260119_ARMC5mAC_TotalPhospho,L06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2431,802.0796586530677,110.80491363037402,1.4926485751795577
184,260119_ARMC5mAC_TotalPhospho,L07,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2227,694.7141782752891,3.4394332525954496,0.046332468260726
185,260119_ARMC5mAC_TotalPhospho,L08,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2223,699.2645103764647,7.989765353771077,0.1076298106337429
186,260119_ARMC5mAC_TotalPhospho,L09,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2491,786.9128053726935,95.63806034999982,1.2883364991426862
187,260119_ARMC5mAC_TotalPhospho,L10,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2130,803.9328331169205,112.65808809422685,1.517612614520416
188,260119_ARMC5mAC_TotalPhospho,L11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2441,695.4913277197238,4.216582697030162,0.05680141745197445
189,260119_ARMC5mAC_TotalPhospho,L12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,Total Pol II F12,Goat anti-mouse Alexa647,1780,704.3274381463925,13.052693123698873,0.17583230883006978
190,260119_ARMC5mAC_TotalPhospho,L13,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1931,799.2584000795691,107.98365505687548,1.4546435133824485
191,260119_ARMC5mAC_TotalPhospho,L14,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2237,807.0061183172376,115.73137329454391,1.5590127169624093
192,260119_ARMC5mAC_TotalPhospho,L15,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1967,699.5011465327992,8.226401510105575,0.1108175268641523
193,260119_ARMC5mAC_TotalPhospho,L16,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2289,697.5478378874571,6.273092864763498,0.08450458395548573
194,260119_ARMC5mAC_TotalPhospho,L17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2014,800.325638273754,109.0508932510603,1.469020236559556
195,260119_ARMC5mAC_TotalPhospho,L18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2075,808.7545069979651,117.47976197527146,1.5825651911952185
196,260119_ARMC5mAC_TotalPhospho,L19,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2477,697.0265764748165,5.751831452122815,0.07748269224164284
197,260119_ARMC5mAC_TotalPhospho,L20,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1888,698.2664583726481,6.991713349954466,0.09418509186954184
198,260119_ARMC5mAC_TotalPhospho,L21,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2306,791.2193846895858,99.94463966689216,1.346350257473842
199,260119_ARMC5mAC_TotalPhospho,L22,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2400,806.8343380110157,115.55959298832204,1.5566986713039168
202,260119_ARMC5mAC_TotalPhospho,M05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2390,790.6175564053406,99.34281138264691,1.338243052643756
203,260119_ARMC5mAC_TotalPhospho,M06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2084,802.1852693209029,110.91052429820922,1.4940712522766568
206,260119_ARMC5mAC_TotalPhospho,M09,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2059,790.1982641701824,98.92351914748872,1.3325947836556091
207,260119_ARMC5mAC_TotalPhospho,M10,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2096,806.5223364994727,115.24759147677901,1.5524957113773192
210,260119_ARMC5mAC_TotalPhospho,M13,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1940,790.175165544375,98.90042052168133,1.3322836229879964
211,260119_ARMC5mAC_TotalPhospho,M14,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1577,811.833324336476,120.55857931378239,1.6240398168503276
214,260119_ARMC5mAC_TotalPhospho,M17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2238,791.8543924940079,100.57964747131427,1.3549044222977993
215,260119_ARMC5mAC_TotalPhospho,M18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2033,805.9166145290277,114.64186950633405,1.544336054855627
218,260119_ARMC5mAC_TotalPhospho,M21,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2538,789.649123480187,98.37437845749332,1.3251973313077012
219,260119_ARMC5mAC_TotalPhospho,M22,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2981,804.6127184263806,113.33797340368699,1.5267713224260644
220,260119_ARMC5mAC_TotalPhospho,N03,HCT116 OsTIRF74G,Vehicle,24.0,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3215,686.2218400118142,-5.052905010879499,-0.06806748200866292
221,260119_ARMC5mAC_TotalPhospho,N04,HCT116 OsTIRF74G,Vehicle,24.0,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4215,688.7101746847031,-2.564570337990517,-0.03454722480736598
222,260119_ARMC5mAC_TotalPhospho,N05,HCT116 OsTIRF74G,Vehicle,24.0,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4019,690.8711689388916,-0.40357608380202237,-0.0054365573396241915
223,260119_ARMC5mAC_TotalPhospho,N06,HCT116 OsTIRF74G,Vehicle,24.0,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3937,692.4999510128242,1.2252059901305756,0.016504701060193316
224,260119_ARMC5mAC_TotalPhospho,N07,HCT116 OsTIRF74G,Vehicle,24.0,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3286,690.2284365425242,-1.0463084801695004,-0.01409477983379952
225,260119_ARMC5mAC_TotalPhospho,N08,HCT116 OsTIRF74G,Vehicle,24.0,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3508,689.2000166046341,-2.0747284180595216,-0.027948583827533183
226,260119_ARMC5mAC_TotalPhospho,N09,HCT116 OsTIRF74G,Vehicle,24.0,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3934,690.0446136618424,-1.23013136085126,-0.016571050532861877
227,260119_ARMC5mAC_TotalPhospho,N10,HCT116 OsTIRF74G,Vehicle,24.0,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3723,689.5458018301514,-1.7289431925422605,-0.02329052483650124
228,260119_ARMC5mAC_TotalPhospho,N11,HCT116 OsTIRF74G,Vehicle,24.0,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3272,689.8092130778839,-1.4655319448097543,-0.019742122417040164
229,260119_ARMC5mAC_TotalPhospho,N12,HCT116 OsTIRF74G,Vehicle,24.0,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3832,691.6444798784433,0.369734855749698,0.004980683505336199
230,260119_ARMC5mAC_TotalPhospho,N13,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3985,682.4550469200183,-8.819698102675375,-0.1188098016157247
231,260119_ARMC5mAC_TotalPhospho,N14,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3434,689.1313502686284,-2.143394754065298,-0.028873585303042903
232,260119_ARMC5mAC_TotalPhospho,N15,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3856,692.2799694579375,1.0052244352438038,0.01354133830208622
233,260119_ARMC5mAC_TotalPhospho,N16,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3496,688.3680431048806,-2.906701917813052,-0.03915606568286709
234,260119_ARMC5mAC_TotalPhospho,N17,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3370,686.280040644143,-4.994704378550637,-0.06728346361025489
235,260119_ARMC5mAC_TotalPhospho,N18,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2856,688.4428595569744,-2.8318854657192105,-0.03814821623865932
236,260119_ARMC5mAC_TotalPhospho,N19,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3484,690.5036308689189,-0.7711141537747608,-0.010387648031315937
237,260119_ARMC5mAC_TotalPhospho,N20,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3445,685.5761730197635,-5.698572002930177,-0.07676523632432289
238,260119_ARMC5mAC_TotalPhospho,N21,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4523,690.2644912918175,-1.0102537308761157,-0.013609087743097196
239,260119_ARMC5mAC_TotalPhospho,N22,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3769,689.9934726984175,-1.2812723242761876,-0.01725996841284119
0,260127_ARMC5mAC_PhosphoEU,C03,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1416,177.7565858389146,-0.873427750924094,-0.03197905848920643
1,260127_ARMC5mAC_PhosphoEU,C04,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1311,178.36882602807972,-0.26118756175895896,-0.009562934433106705
2,260127_ARMC5mAC_PhosphoEU,C05,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1053,178.11554676977505,-0.5144668200636318,-0.018836319904152795
3,260127_ARMC5mAC_PhosphoEU,C06,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,2119,177.9237812212366,-0.7062323686020875,-0.025857486436173117
4,260127_ARMC5mAC_PhosphoEU,C07,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1367,178.03141684956876,-0.5985967402699259,-0.02191659258397421
5,260127_ARMC5mAC_PhosphoEU,C08,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1829,176.66394453463843,-1.9660690552002507,-0.07198424511191388
6,260127_ARMC5mAC_PhosphoEU,C09,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1742,179.03239985450142,0.40238626466273786,0.014732682673854374
7,260127_ARMC5mAC_PhosphoEU,C10,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1656,178.3681189365465,-0.2618946532921882,-0.009588823376381563
8,260127_ARMC5mAC_PhosphoEU,C11,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1336,178.09888951541427,-0.5311240744244117,-0.01944619669236955
9,260127_ARMC5mAC_PhosphoEU,C12,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1747,178.84099136919832,0.2109777793596379,0.007724589399554231
10,260127_ARMC5mAC_PhosphoEU,C13,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1735,179.20991893514199,0.5799053453033025,0.021232239227614625
11,260127_ARMC5mAC_PhosphoEU,C14,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1324,179.5051738186006,0.8751602287619278,0.03204249019268588
12,260127_ARMC5mAC_PhosphoEU,C15,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1514,179.32105476137917,0.6910411715404905,0.025301286820532454
13,260127_ARMC5mAC_PhosphoEU,C16,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1913,179.53926918325857,0.9092555934198856,0.0332908334694527
14,260127_ARMC5mAC_PhosphoEU,C17,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1505,178.81917560544017,0.18916201560148238,0.006925842640625805
15,260127_ARMC5mAC_PhosphoEU,C18,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1820,180.24829381566929,1.6182802258306026,0.05925055385406515
16,260127_ARMC5mAC_PhosphoEU,C19,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1112,180.26172002731755,1.6317064374788686,0.05974213155712542
17,260127_ARMC5mAC_PhosphoEU,C20,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1508,180.16818859264916,1.5381750028104761,0.05631763855621566
18,260127_ARMC5mAC_PhosphoEU,C21,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1295,180.03975513314006,1.4097415433013794,0.05161526780000016
19,260127_ARMC5mAC_PhosphoEU,C22,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1338,179.95817327369605,1.3281596838573648,0.04862828799307497
20,260127_ARMC5mAC_PhosphoEU,D03,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1073,178.3822381386292,-0.24777545120949185,-0.009071873017584558
21,260127_ARMC5mAC_PhosphoEU,D04,HCT116 OsTIRF74G,10 µM 5PhIAA,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1280,178.22784023905382,-0.4021733507848637,-0.014724887197529632
22,260127_ARMC5mAC_PhosphoEU,D05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,776,178.71851688993132,0.08850330009263985,0.0032403964805971506
23,260127_ARMC5mAC_PhosphoEU,D06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1115,178.79076759487552,0.16075400503683568,0.005885732075730573
24,260127_ARMC5mAC_PhosphoEU,D07,HCT116 OsTIRF74G,Vehicle,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1168,177.36547003374517,-1.264543556093514,-0.04629909262635504
25,260127_ARMC5mAC_PhosphoEU,D08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1027,203.46355295573946,24.833539365900776,0.9092374349634877
26,260127_ARMC5mAC_PhosphoEU,D09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1308,205.63149718104702,27.00148359120834,0.9886129930552675
27,260127_ARMC5mAC_PhosphoEU,D10,HCT116 OsTIRF74G,10 µM 5PhIAA,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1446,177.44932879105897,-1.1806847987797084,-0.043228748110585906
28,260127_ARMC5mAC_PhosphoEU,D11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,842,179.32075305892937,0.690739469090687,0.025290240502988275
29,260127_ARMC5mAC_PhosphoEU,D12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1627,180.33092224410896,1.700908654270279,0.06227585198908314
30,260127_ARMC5mAC_PhosphoEU,D13,HCT116 OsTIRF74G,Vehicle,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1306,179.91753759968057,1.2875240098418885,0.047140482510922184
31,260127_ARMC5mAC_PhosphoEU,D14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,832,206.00280404696454,27.37279045712586,1.0022077568695125
32,260127_ARMC5mAC_PhosphoEU,D15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1438,206.71471127728267,28.08469768744399,1.0282730186305977
33,260127_ARMC5mAC_PhosphoEU,D16,HCT116 OsTIRF74G,10 µM 5PhIAA,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1256,179.65141059537947,1.0213970055407913,0.03739669886413754
34,260127_ARMC5mAC_PhosphoEU,D17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,917,181.09548630541468,2.4654727155759986,0.0902690532691804
35,260127_ARMC5mAC_PhosphoEU,D18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1267,182.00103666096533,3.3710230711266433,0.12342422581142817
36,260127_ARMC5mAC_PhosphoEU,D19,HCT116 OsTIRF74G,Vehicle,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1506,181.06594501422418,2.435931424385501,0.08918744957863119
37,260127_ARMC5mAC_PhosphoEU,D20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1000,208.31842813679376,29.688414546955073,1.0869903598144233
38,260127_ARMC5mAC_PhosphoEU,D21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1255,208.02418907446264,29.394175484623958,1.0762173013970089
39,260127_ARMC5mAC_PhosphoEU,D22,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1418,180.55088112214685,1.920867532308165,0.07032926890714152
40,260127_ARMC5mAC_PhosphoEU,E03,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1490,177.12302170968564,-1.5069918801530378,-0.055175922023527904
41,260127_ARMC5mAC_PhosphoEU,E04,HCT116 OsTIRF74G,10 µM 5PhIAA,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1626,178.07885718248272,-0.5511564073559612,-0.020179646191558806
42,260127_ARMC5mAC_PhosphoEU,E05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,707,177.79297905686988,-0.8370345329688007,-0.03064658325657107
43,260127_ARMC5mAC_PhosphoEU,E06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,987,178.84714531430117,0.21713172446249018,0.007949905540672103
44,260127_ARMC5mAC_PhosphoEU,E07,HCT116 OsTIRF74G,Vehicle,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1359,176.71452671716327,-1.915486872675416,-0.07013226528672284
45,260127_ARMC5mAC_PhosphoEU,E08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,692,206.8634102416623,28.233396651823625,1.0337173760764766
46,260127_ARMC5mAC_PhosphoEU,E09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1156,206.35074961539428,27.720736025555595,1.0149471868591164
47,260127_ARMC5mAC_PhosphoEU,E10,HCT116 OsTIRF74G,10 µM 5PhIAA,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1364,177.1952899042124,-1.4347236856262953,-0.05252994607733783
48,260127_ARMC5mAC_PhosphoEU,E11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,773,178.64376630545877,0.013752715620086065,0.0005035320857790976
49,260127_ARMC5mAC_PhosphoEU,E12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1340,179.84116199406253,1.2111484042238487,0.04434412075504283
50,260127_ARMC5mAC_PhosphoEU,E13,HCT116 OsTIRF74G,Vehicle,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1025,180.3337737055121,1.7037601156734183,0.06238025335587533
51,260127_ARMC5mAC_PhosphoEU,E14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,746,206.5636540511292,27.93364046129051,1.0227423174761305
52,260127_ARMC5mAC_PhosphoEU,E15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1566,206.23091410181493,27.60090051197625,1.010559615140925
53,260127_ARMC5mAC_PhosphoEU,E16,HCT116 OsTIRF74G,10 µM 5PhIAA,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1113,179.1520522913058,0.5220387014671246,0.01911355135005023
54,260127_ARMC5mAC_PhosphoEU,E17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,742,178.69018623902818,0.0601726491894965,0.002203118306975614
55,260127_ARMC5mAC_PhosphoEU,E18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1595,181.25805537500577,2.6280417851670848,0.09622124081931129
56,260127_ARMC5mAC_PhosphoEU,E19,HCT116 OsTIRF74G,Vehicle,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1629,179.81472431824426,1.1847107284055767,0.04337615061622287
57,260127_ARMC5mAC_PhosphoEU,E20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,899,209.29623570924718,30.666222119408502,1.122791106375995
58,260127_ARMC5mAC_PhosphoEU,E21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1220,209.57406197292354,30.944048383084862,1.132963238331436
59,260127_ARMC5mAC_PhosphoEU,E22,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1482,181.1081030677271,2.4780894778884033,0.09073099437364603
60,260127_ARMC5mAC_PhosphoEU,F03,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1582,178.22100269762527,-0.40901089221341635,-0.014975232045211326
61,260127_ARMC5mAC_PhosphoEU,F04,HCT116 OsTIRF74G,10 µM 5PhIAA,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1496,177.4163103432607,-1.2137032465779782,-0.0444376619242889
62,260127_ARMC5mAC_PhosphoEU,F05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,887,178.51763483536143,-0.11237875447724832,-0.004114555277834781
63,260127_ARMC5mAC_PhosphoEU,F06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1470,179.3318973009489,0.701883711110213,0.025698267803452725
64,260127_ARMC5mAC_PhosphoEU,F07,HCT116 OsTIRF74G,Vehicle,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1028,177.13374578845773,-1.4962678013809523,-0.05478327827946031
65,260127_ARMC5mAC_PhosphoEU,F08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,759,203.7036034327857,25.07358984294703,0.9180264713064505
66,260127_ARMC5mAC_PhosphoEU,F09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1321,203.86785669298476,25.237843103146076,0.9240403226059893
67,260127_ARMC5mAC_PhosphoEU,F10,HCT116 OsTIRF74G,10 µM 5PhIAA,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1318,178.28487575190843,-0.34513783793025254,-0.012636629754816426
