,EXPERIMENT,WELL,CELL,DRUG,DRUG TIME HOURS,TIME_IN_AUXIN_HRS,PRIMARY,SECONDARY,TotalNumberCells,GFP_Intensity,GFP_Intensity_BGS,GFP_Intensity_FC
68,260127_ARMC5mAC_PhosphoEU,F11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,938,178.76833801496696,0.1383244251282747,0.005064511491629236
69,260127_ARMC5mAC_PhosphoEU,F12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1553,180.26213890964644,1.6321253198077557,0.05975746821488721
70,260127_ARMC5mAC_PhosphoEU,F13,HCT116 OsTIRF74G,Vehicle,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1433,178.86585991148124,0.2358463216425548,0.00863510840626692
71,260127_ARMC5mAC_PhosphoEU,F14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,700,206.56098030264738,27.930966712808697,1.0226444227630365
72,260127_ARMC5mAC_PhosphoEU,F15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1728,203.3128316563183,24.682818066479626,0.9037190331899483
73,260127_ARMC5mAC_PhosphoEU,F16,HCT116 OsTIRF74G,10 µM 5PhIAA,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1482,178.86507663942024,0.2350630495815551,0.00860643024367686
74,260127_ARMC5mAC_PhosphoEU,F17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,743,178.68558243478105,0.05556884494237124,0.0020345579135877126
75,260127_ARMC5mAC_PhosphoEU,F18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1303,180.760732352471,2.1307187626323127,0.07801261164667289
76,260127_ARMC5mAC_PhosphoEU,F19,HCT116 OsTIRF74G,Vehicle,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1573,179.8736906291549,1.2436770393162249,0.04553510091693094
77,260127_ARMC5mAC_PhosphoEU,F20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,868,209.70640444316751,31.07639085332883,1.137808730808702
78,260127_ARMC5mAC_PhosphoEU,F21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1171,210.46266677934514,31.83265318950646,1.1654979786671777
79,260127_ARMC5mAC_PhosphoEU,F22,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1608,180.93132439931836,2.3013108094796735,0.08425854674336905
80,260127_ARMC5mAC_PhosphoEU,G03,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1317,178.65674891807228,0.02673532823359892,0.0009788681713007467
81,260127_ARMC5mAC_PhosphoEU,G04,HCT116 OsTIRF74G,10 µM 5PhIAA,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1343,178.3304150224848,-0.29959856735388257,-0.010969287498085114
82,260127_ARMC5mAC_PhosphoEU,G05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1085,179.40585191007585,0.7758383202371704,0.028405988926711267
83,260127_ARMC5mAC_PhosphoEU,G06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1467,179.0813009593973,0.4512873695586279,0.016523112726022925
84,260127_ARMC5mAC_PhosphoEU,G07,HCT116 OsTIRF74G,Vehicle,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1402,177.75496761313244,-0.8750459767062466,-0.03203830704969864
85,260127_ARMC5mAC_PhosphoEU,G08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1050,203.84222196889408,25.212208379055397,0.9231017511669858
86,260127_ARMC5mAC_PhosphoEU,G09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1181,196.43390213645802,17.803888546619334,0.6518588315579318
87,260127_ARMC5mAC_PhosphoEU,G10,HCT116 OsTIRF74G,10 µM 5PhIAA,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1337,175.81864487108874,-2.8113687187499465,-0.10293344194354909
88,260127_ARMC5mAC_PhosphoEU,G11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,829,177.46755725283728,-1.1624563370014016,-0.042561344258624484
89,260127_ARMC5mAC_PhosphoEU,G12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1895,178.94544256182377,0.3154289719850851,0.011548890602146582
90,260127_ARMC5mAC_PhosphoEU,G13,HCT116 OsTIRF74G,Vehicle,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1507,177.6219399355792,-1.0080736542594764,-0.036908887216927304
91,260127_ARMC5mAC_PhosphoEU,G14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1002,206.4885368832333,27.858523293394626,1.0199920312582444
92,260127_ARMC5mAC_PhosphoEU,G15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1568,193.99316953693645,15.363155947097766,0.5624955951894594
93,260127_ARMC5mAC_PhosphoEU,G16,HCT116 OsTIRF74G,10 µM 5PhIAA,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1403,179.12232994569035,0.49231635585167055,0.018025318662381006
94,260127_ARMC5mAC_PhosphoEU,G17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,894,180.0986077962631,1.4685942064244273,0.05377005708195999
95,260127_ARMC5mAC_PhosphoEU,G18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1534,181.9515767379399,3.3215631481012053,0.12161333559225584
96,260127_ARMC5mAC_PhosphoEU,G19,HCT116 OsTIRF74G,Vehicle,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1284,181.07681978727697,2.446806197438292,0.0895856107352284
97,260127_ARMC5mAC_PhosphoEU,G20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,697,209.06987974026836,30.43986615042968,1.1145034709491424
98,260127_ARMC5mAC_PhosphoEU,G21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1195,210.6951154771055,32.06510188726682,1.174008688904577
99,260127_ARMC5mAC_PhosphoEU,G22,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1628,183.22984906808517,4.59983547824649,0.1684150837249446
100,260127_ARMC5mAC_PhosphoEU,H03,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1408,177.85428490021434,-0.7757286896243443,-0.02840197498992478
101,260127_ARMC5mAC_PhosphoEU,H04,HCT116 OsTIRF74G,10 µM 5PhIAA,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1446,180.52934930133094,1.899335711492256,0.0695409182318595
102,260127_ARMC5mAC_PhosphoEU,H05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,937,179.54794266135468,0.9179290715159993,0.0336083979881516
103,260127_ARMC5mAC_PhosphoEU,H06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1722,179.8261646334372,1.196151043598519,0.04379501812793518
104,260127_ARMC5mAC_PhosphoEU,H07,HCT116 OsTIRF74G,Vehicle,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1584,176.5959499515363,-2.0340636383023707,-0.07447375010837336
105,260127_ARMC5mAC_PhosphoEU,H08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,959,208.8679522375071,30.237938647668415,1.1071102418989436
106,260127_ARMC5mAC_PhosphoEU,H09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1148,197.63257571033301,19.002562120494332,0.6957462078038303
107,260127_ARMC5mAC_PhosphoEU,H10,HCT116 OsTIRF74G,10 µM 5PhIAA,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1454,175.64716171222534,-2.982851877613342,-0.10921200357775916
108,260127_ARMC5mAC_PhosphoEU,H11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,946,177.14853881510774,-1.4814747747309411,-0.05424165699026657
109,260127_ARMC5mAC_PhosphoEU,H12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1379,178.78098044447128,0.15096685463259973,0.005527392356287743
110,260127_ARMC5mAC_PhosphoEU,H13,HCT116 OsTIRF74G,Vehicle,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1463,178.69938163201425,0.06936804217556869,0.002539791843878607
111,260127_ARMC5mAC_PhosphoEU,H14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1114,206.17350137048751,27.54348778064883,1.0084575464910543
112,260127_ARMC5mAC_PhosphoEU,H15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1351,201.3159605465963,22.68594695675762,0.8306070237013051
113,260127_ARMC5mAC_PhosphoEU,H16,HCT116 OsTIRF74G,10 µM 5PhIAA,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1736,179.3496464714755,0.7196328816368123,0.02634812322859177
114,260127_ARMC5mAC_PhosphoEU,H17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1010,179.972040649395,1.3420270595563295,0.0491360181609106
115,260127_ARMC5mAC_PhosphoEU,H18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1493,180.93210028455252,2.302086694713836,0.08428695444996864
116,260127_ARMC5mAC_PhosphoEU,H19,HCT116 OsTIRF74G,Vehicle,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1489,179.63306259447148,1.0030490046327998,0.0367249182920457
117,260127_ARMC5mAC_PhosphoEU,H20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,770,209.56063209415723,30.930618504318545,1.1324715263631404
118,260127_ARMC5mAC_PhosphoEU,H21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1295,210.08160256404187,31.45158897420319,1.1515459662466498
119,260127_ARMC5mAC_PhosphoEU,H22,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1506,181.82284760089306,3.192834011054373,0.1169001391103141
120,260127_ARMC5mAC_PhosphoEU,I03,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1675,177.56922272052012,-1.0607908693185664,-0.0388390375951115
121,260127_ARMC5mAC_PhosphoEU,I04,HCT116 OsTIRF74G,Vehicle,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1249,179.32750368855838,0.6974900987196975,0.02553740322425136
122,260127_ARMC5mAC_PhosphoEU,I05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,742,207.4327133159444,28.802699726105715,1.0545614313418263
123,260127_ARMC5mAC_PhosphoEU,I06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1097,205.27057959800817,26.640566008169486,0.9753986150078889
124,260127_ARMC5mAC_PhosphoEU,I07,HCT116 OsTIRF74G,10 µM 5PhIAA,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1520,177.29500030073197,-1.335013289106712,-0.04887922098999305
125,260127_ARMC5mAC_PhosphoEU,I08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,964,178.26076911073014,-0.36924447910854497,-0.01351925305983885
126,260127_ARMC5mAC_PhosphoEU,I09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1294,178.839146408164,0.20913281832531538,0.007657039316831895
127,260127_ARMC5mAC_PhosphoEU,I10,HCT116 OsTIRF74G,Vehicle,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1257,177.36522376926527,-1.2647898205734123,-0.04630810917775055
128,260127_ARMC5mAC_PhosphoEU,I11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,832,204.76806044344627,26.13804685360759,0.9569997383765029
129,260127_ARMC5mAC_PhosphoEU,I12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1096,205.0414404181724,26.41142682833373,0.9670090770908905
130,260127_ARMC5mAC_PhosphoEU,I13,HCT116 OsTIRF74G,10 µM 5PhIAA,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1538,177.43123395676022,-1.198779633078459,-0.04389125942165888
131,260127_ARMC5mAC_PhosphoEU,I14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1082,180.0509921113479,1.4209785215092268,0.052026690476885
132,260127_ARMC5mAC_PhosphoEU,I15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1536,181.80427191785236,3.1742583280136785,0.11622002234758606
133,260127_ARMC5mAC_PhosphoEU,I16,HCT116 OsTIRF74G,Vehicle,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1521,181.58913024965037,2.9591166598116843,0.10834297930239098
134,260127_ARMC5mAC_PhosphoEU,I17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,754,205.2205890263102,26.59057543647151,0.9735682959980487
135,260127_ARMC5mAC_PhosphoEU,I18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1244,207.1339458876187,28.50393229778001,1.0436225745732053
136,260127_ARMC5mAC_PhosphoEU,I19,HCT116 OsTIRF74G,10 µM 5PhIAA,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1277,178.7812610215703,0.15124743173160482,0.005537665205358914
137,260127_ARMC5mAC_PhosphoEU,I20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,752,181.0680497176689,2.4380361278302303,0.08926450968404943
138,260127_ARMC5mAC_PhosphoEU,I21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1154,183.20956454358293,4.579550953744246,0.16767240066409989
139,260127_ARMC5mAC_PhosphoEU,I22,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1609,183.63747607872622,5.0074624888875405,0.18333964732082167
140,260127_ARMC5mAC_PhosphoEU,J03,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1650,177.03538205316428,-1.5946315366743988,-0.05838469767658605
141,260127_ARMC5mAC_PhosphoEU,J04,HCT116 OsTIRF74G,Vehicle,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,932,179.05426161987208,0.4242480300333966,0.015533113702895906
142,260127_ARMC5mAC_PhosphoEU,J05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1015,209.72675630625767,31.096742716418987,1.1385538793564047
143,260127_ARMC5mAC_PhosphoEU,J06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1272,202.48023389916762,23.850220309328932,0.8732348948674208
144,260127_ARMC5mAC_PhosphoEU,J07,HCT116 OsTIRF74G,10 µM 5PhIAA,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1069,178.79095754408192,0.16094395424323693,0.005892686740011685
145,260127_ARMC5mAC_PhosphoEU,J08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,795,180.5171514972568,1.887137907418122,0.0690943165644475
146,260127_ARMC5mAC_PhosphoEU,J09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1122,180.54847765112854,1.9184640612898534,0.07024126993963634
147,260127_ARMC5mAC_PhosphoEU,J10,HCT116 OsTIRF74G,Vehicle,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1446,178.18034568662216,-0.44966790321652184,-0.01646381874455655
148,260127_ARMC5mAC_PhosphoEU,J11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,746,209.809154100636,31.17914051079731,1.141570733220984
149,260127_ARMC5mAC_PhosphoEU,J12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1251,204.56773504476124,25.937721454922553,0.9496651676181951
150,260127_ARMC5mAC_PhosphoEU,J13,HCT116 OsTIRF74G,10 µM 5PhIAA,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1030,178.2538392951798,-0.3761742946588811,-0.013772976366167445
151,260127_ARMC5mAC_PhosphoEU,J14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,894,180.84285872960768,2.2128451397690014,0.08101952803464216
152,260127_ARMC5mAC_PhosphoEU,J15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1324,181.84115620915915,3.2111426193204693,0.1175704773884121
153,260127_ARMC5mAC_PhosphoEU,J16,HCT116 OsTIRF74G,Vehicle,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1402,179.1853012711094,0.5552876812707268,0.020330905697586003
154,260127_ARMC5mAC_PhosphoEU,J17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,846,208.8223580333491,30.19234444351042,1.105440888343375
155,260127_ARMC5mAC_PhosphoEU,J18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1308,209.03086436202827,30.400850772189585,1.1130749898167323
156,260127_ARMC5mAC_PhosphoEU,J19,HCT116 OsTIRF74G,10 µM 5PhIAA,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1582,179.64628012858176,1.016266538743082,0.03720885562509769
157,260127_ARMC5mAC_PhosphoEU,J20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,774,181.91417136406966,3.2841577742309767,0.12024380200743318
158,260127_ARMC5mAC_PhosphoEU,J21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1324,181.40767213400568,2.7776585441669965,0.10169920174047681
159,260127_ARMC5mAC_PhosphoEU,J22,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1602,180.38262267362285,1.752609083784165,0.06416877450911118
160,260127_ARMC5mAC_PhosphoEU,K03,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1800,176.90919101877893,-1.720822571059756,-0.0630049658844066
161,260127_ARMC5mAC_PhosphoEU,K04,HCT116 OsTIRF74G,Vehicle,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1181,177.6883686377849,-0.9416449520537924,-0.034476714262781885
162,260127_ARMC5mAC_PhosphoEU,K05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,696,209.2671484747589,30.637134884920215,1.1217261271925354
163,260127_ARMC5mAC_PhosphoEU,K06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1062,202.01278831095,23.382774721111304,0.8561201766891657
164,260127_ARMC5mAC_PhosphoEU,K07,HCT116 OsTIRF74G,10 µM 5PhIAA,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1535,177.85846229840104,-0.7715512914376461,-0.028249026722819932
165,260127_ARMC5mAC_PhosphoEU,K08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,904,179.88253445844398,1.252520868605302,0.04585890255227483
166,260127_ARMC5mAC_PhosphoEU,K09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1206,181.14722069990023,2.5172071100615483,0.09216321935836945
167,260127_ARMC5mAC_PhosphoEU,K10,HCT116 OsTIRF74G,Vehicle,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1628,177.70715955402707,-0.9228540358116106,-0.03378871710567446
168,260127_ARMC5mAC_PhosphoEU,K11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,526,210.6208075739713,31.99079398413261,1.1712880325274182
169,260127_ARMC5mAC_PhosphoEU,K12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1153,200.41924079017969,21.789227200341003,0.7977751683949742
170,260127_ARMC5mAC_PhosphoEU,K13,HCT116 OsTIRF74G,10 µM 5PhIAA,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1643,179.26097201006917,0.6309584202304848,0.023101459970169304
171,260127_ARMC5mAC_PhosphoEU,K14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,692,178.6870760965867,0.057062506748025044,0.0020892457778049415
172,260127_ARMC5mAC_PhosphoEU,K15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1197,180.42282772052423,1.7928141306855423,0.06564081331834311
173,260127_ARMC5mAC_PhosphoEU,K16,HCT116 OsTIRF74G,Vehicle,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1764,179.94709144220013,1.3170778523614501,0.04822254574684975
174,260127_ARMC5mAC_PhosphoEU,K17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,818,209.7452913408046,31.11527775096593,1.139232507844278
175,260127_ARMC5mAC_PhosphoEU,K18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1479,208.53909031026618,29.909076720427493,1.095069526688116
176,260127_ARMC5mAC_PhosphoEU,K19,HCT116 OsTIRF74G,10 µM 5PhIAA,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1240,179.311662376047,0.6816487862083136,0.024957400746872593
177,260127_ARMC5mAC_PhosphoEU,K20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,909,179.88900012358812,1.258986533749436,0.04609563178786085
178,260127_ARMC5mAC_PhosphoEU,K21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1166,180.84506796178943,2.2150543719507425,0.08110041528041764
179,260127_ARMC5mAC_PhosphoEU,K22,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1632,178.9532946077653,0.3232810179266039,0.011836379791902801
180,260127_ARMC5mAC_PhosphoEU,L03,HCT116 OsTIRF74G,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1503,176.30105437860558,-2.328959211233098,-0.08527084553496386
181,260127_ARMC5mAC_PhosphoEU,L04,HCT116 OsTIRF74G,10 µM 5PhIAA,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1323,176.8331856476344,-1.7968279422042883,-0.06578777214027982
182,260127_ARMC5mAC_PhosphoEU,L05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,755,177.19611463450372,-1.4338989553349677,-0.05249974999277757
183,260127_ARMC5mAC_PhosphoEU,L06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1217,180.10306346132782,1.4730498714891382,0.05393319361335821
