,WELL,RFP_Intensity,GFP_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG_1,DRUG_TIME_MINUTES_1,DRUG_2,DRUG_TIME_MINUTES_2,EXPERIMENT
121,J04,156.45232601665924,179.05713453375796,202.88628319302248,1676.8895184135977,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,240,250520_mACmChPOLR2A_Inhibitors_Chase
122,J05,153.1910180892266,179.4065642693724,193.5884066699244,1693.7462971810799,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,240,250520_mACmChPOLR2A_Inhibitors_Chase
123,J06,159.96186051007507,180.4067705559028,196.08939618871335,1686.25,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,240,250520_mACmChPOLR2A_Inhibitors_Chase
124,J07,147.80899431583242,206.90324481141488,200.40128278406445,1719.0424155283968,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,240,250520_mACmChPOLR2A_Inhibitors_Chase
125,J08,146.9686665488889,206.46531537977967,192.58854680234663,1719.2391403749427,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,240,250520_mACmChPOLR2A_Inhibitors_Chase
126,J09,153.4733016970709,215.01282979334678,200.48591148440272,1620.1372651356994,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,240,250520_mACmChPOLR2A_Inhibitors_Chase
127,J10,153.56854371723045,176.9390130018635,198.83341662243657,1749.0965068087626,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,240,250520_mACmChPOLR2A_Inhibitors_Chase
128,J11,152.0151308388303,178.0011750596359,194.1405024974864,1707.5895833333334,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,240,250520_mACmChPOLR2A_Inhibitors_Chase
129,J12,159.58845254178553,180.48704586923694,198.51963025788808,1618.6583040642247,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,240,250520_mACmChPOLR2A_Inhibitors_Chase
130,J13,148.61465317722013,207.25623068132253,206.18813970524758,1738.8487040385774,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,240,250520_mACmChPOLR2A_Inhibitors_Chase
131,J14,147.05974847246722,205.4220930226563,193.04483896578452,1696.4241497898356,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,240,250520_mACmChPOLR2A_Inhibitors_Chase
132,J15,153.56641282669338,218.27614868773895,203.20322133845397,1649.3897126969416,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,240,250520_mACmChPOLR2A_Inhibitors_Chase
133,J16,157.9068515593667,176.5798118862792,186.62057697356298,1731.8117106773823,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,240,250520_mACmChPOLR2A_Inhibitors_Chase
134,J17,159.30507310553378,176.1440106471317,188.46500124476898,1724.2902887139107,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,240,250520_mACmChPOLR2A_Inhibitors_Chase
135,J18,168.00734613257148,175.6204024791894,186.92071240628752,1693.9178314273613,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,240,250520_mACmChPOLR2A_Inhibitors_Chase
136,J19,156.20240733241675,175.6897489748383,188.64854993149515,1773.1727748691098,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,240,250520_mACmChPOLR2A_Inhibitors_Chase
137,J20,157.14169352575394,174.88584911202904,191.68540598703868,1767.2995800279982,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,240,250520_mACmChPOLR2A_Inhibitors_Chase
138,J21,168.15809672085024,174.576404038133,195.76889472044496,1714.9162201656113,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,240,250520_mACmChPOLR2A_Inhibitors_Chase
139,J22,131.97822065591595,174.67800223431067,216.22509093072486,1649.280532043531,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,250520_mACmChPOLR2A_Inhibitors_Chase
140,K03,132.8540533777689,176.13335684328018,207.68400400916462,1691.4183333333333,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,250520_mACmChPOLR2A_Inhibitors_Chase
141,K04,161.23886434163188,179.75441247757152,205.46416927675827,1550.8087318087319,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,120,250520_mACmChPOLR2A_Inhibitors_Chase
142,K05,155.2178365716924,178.2756880468822,191.2061215918166,1698.0774099318403,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,120,250520_mACmChPOLR2A_Inhibitors_Chase
143,K06,161.24478207582217,179.86931131092874,202.88007424367996,1589.6324900133156,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,120,250520_mACmChPOLR2A_Inhibitors_Chase
144,K07,152.22728664701233,217.68659576737852,202.85881312216515,1562.9543666404406,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,120,250520_mACmChPOLR2A_Inhibitors_Chase
145,K08,149.23450806642842,210.7135550995444,193.14253850782484,1679.1532175689479,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,120,250520_mACmChPOLR2A_Inhibitors_Chase
146,K09,153.5355609964908,219.7701447615932,200.00170839078683,1604.1802197802199,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,120,250520_mACmChPOLR2A_Inhibitors_Chase
147,K10,159.54980388581862,178.00514315629508,204.25712388700677,1587.6225014277557,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,120,250520_mACmChPOLR2A_Inhibitors_Chase
148,K11,155.90460573657356,177.80026411899718,197.08444902155244,1717.7852541159627,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,120,250520_mACmChPOLR2A_Inhibitors_Chase
149,K12,160.88652646117367,178.79960066686235,199.28193165911753,1586.0491718426501,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,120,250520_mACmChPOLR2A_Inhibitors_Chase
150,K13,153.161081471454,207.54613667977475,204.2097045926537,1629.1863932898416,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,120,250520_mACmChPOLR2A_Inhibitors_Chase
151,K14,149.60199518999985,211.790315863835,193.041107333608,1716.784208645945,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,120,250520_mACmChPOLR2A_Inhibitors_Chase
152,K15,154.51664340829308,218.65579689003823,212.52192989325206,1590.9937888198758,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,120,250520_mACmChPOLR2A_Inhibitors_Chase
153,K16,162.46852009164215,175.21922616237148,191.89982540664153,1711.7070435172723,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,120,250520_mACmChPOLR2A_Inhibitors_Chase
154,K17,162.59127409977665,175.09315811966124,191.57719501884705,1710.8592622293504,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,120,250520_mACmChPOLR2A_Inhibitors_Chase
155,K18,167.45717823353877,175.11988981578793,191.8062439128872,1741.2273079906904,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,120,250520_mACmChPOLR2A_Inhibitors_Chase
156,K19,161.88167089828963,175.6693269119127,190.74590781391416,1734.0258007117438,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,120,250520_mACmChPOLR2A_Inhibitors_Chase
157,K20,160.77533555055118,174.55029159091347,191.19047194653533,1729.2652482269505,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,120,250520_mACmChPOLR2A_Inhibitors_Chase
158,K21,165.9594638302036,173.7156971581754,192.96264258349782,1750.26686074721,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,120,250520_mACmChPOLR2A_Inhibitors_Chase
159,K22,131.63119741492827,173.7264917534399,222.29041257413536,1624.9163090128754,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,250520_mACmChPOLR2A_Inhibitors_Chase
160,L03,132.7958834455881,176.80350081319648,206.0541361767357,1706.7081967213114,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,250520_mACmChPOLR2A_Inhibitors_Chase
161,L04,162.44493978304115,179.55688333602285,195.77398833443362,1363.080947680158,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,60,250520_mACmChPOLR2A_Inhibitors_Chase
162,L05,155.5964882401905,178.26656244892138,194.95765742553257,1743.633867276888,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,60,250520_mACmChPOLR2A_Inhibitors_Chase
163,L06,162.0508787572198,180.15141317883416,200.4060830314968,1508.978862973761,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,60,250520_mACmChPOLR2A_Inhibitors_Chase
164,L07,154.0273787783332,220.2620704490955,206.96023898233102,1533.609112709832,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,60,250520_mACmChPOLR2A_Inhibitors_Chase
165,L08,149.9127037526742,211.82179478695025,191.87076180587746,1712.4313821938022,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,60,250520_mACmChPOLR2A_Inhibitors_Chase
166,L09,155.52117675823024,223.3218242411461,211.60032414322876,1525.593726090283,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,60,250520_mACmChPOLR2A_Inhibitors_Chase
167,L10,162.52643292914686,177.83301199727285,209.09364124499706,1442.7838196286473,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,60,250520_mACmChPOLR2A_Inhibitors_Chase
168,L11,155.73749052754223,176.69519146603267,198.77030355806653,1699.4424209962506,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,60,250520_mACmChPOLR2A_Inhibitors_Chase
169,L12,161.15528765274422,177.75037528954596,207.44878751140303,1496.6257783312578,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,60,250520_mACmChPOLR2A_Inhibitors_Chase
170,L13,154.1967361353628,221.35430262674376,213.4919419456672,1499.4254143646408,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,60,250520_mACmChPOLR2A_Inhibitors_Chase
171,L14,150.20596677208403,211.99650806057323,197.0961177303944,1726.6609029779058,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,60,250520_mACmChPOLR2A_Inhibitors_Chase
172,L15,155.30620066506762,223.42024857566858,211.76309403311177,1501.6524129505192,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,60,250520_mACmChPOLR2A_Inhibitors_Chase
173,L16,166.73035987010894,175.6925799393565,192.31082030178038,1610.077958236659,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,60,250520_mACmChPOLR2A_Inhibitors_Chase
174,L17,163.3906784302731,174.5629704211329,189.42864619516394,1765.5186485300571,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,60,250520_mACmChPOLR2A_Inhibitors_Chase
175,L18,166.10927707186246,174.9546304301931,194.14951242877675,1706.697955778056,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,60,250520_mACmChPOLR2A_Inhibitors_Chase
176,L19,164.71399477823388,173.79190780890846,195.00765671108982,1656.120224719101,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,60,250520_mACmChPOLR2A_Inhibitors_Chase
177,L20,163.62833351154322,174.48246406713827,189.81332713977508,1745.851416724257,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,60,250520_mACmChPOLR2A_Inhibitors_Chase
178,L21,164.20225848358277,173.42022181762366,197.5931000033895,1717.881975308642,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,60,250520_mACmChPOLR2A_Inhibitors_Chase
179,L22,130.31351671857155,171.79016357347027,213.30307180178286,1637.141355140187,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,250520_mACmChPOLR2A_Inhibitors_Chase
180,M03,132.45456596116838,176.51689716637654,205.49723464416147,1645.566265060241,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,250520_mACmChPOLR2A_Inhibitors_Chase
181,M04,161.97579789369166,179.42894672044986,203.18668852113737,1368.2446808510638,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,30,250520_mACmChPOLR2A_Inhibitors_Chase
182,M05,157.7651323439695,178.96336813229019,192.70496578381992,1747.8142444658326,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,30,250520_mACmChPOLR2A_Inhibitors_Chase
183,M06,161.13130049133062,179.02304812589992,200.1805795870891,1475.4122950819672,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,30,250520_mACmChPOLR2A_Inhibitors_Chase
184,M07,152.37867528602015,219.40634912210282,199.2050454571793,1472.4135802469136,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,30,250520_mACmChPOLR2A_Inhibitors_Chase
185,M08,149.7013408973188,211.48814113417956,194.03638725972627,1730.775234741784,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,30,250520_mACmChPOLR2A_Inhibitors_Chase
186,M09,153.50033334673077,222.35520777196416,204.96387954917222,1536.9371890547263,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,30,250520_mACmChPOLR2A_Inhibitors_Chase
187,M10,159.975471034362,178.63233432341863,203.55040933605923,1561.8186475409836,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,30,250520_mACmChPOLR2A_Inhibitors_Chase
188,M11,155.49466534650625,177.9917172838303,193.22914100164397,1711.3367446393763,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,30,250520_mACmChPOLR2A_Inhibitors_Chase
189,M12,158.76108200319663,178.69764182246058,203.45023091271852,1584.8842631140717,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,30,250520_mACmChPOLR2A_Inhibitors_Chase
190,M13,150.6227212199008,213.67992890180383,201.11430872292212,1543.2141472868218,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,30,250520_mACmChPOLR2A_Inhibitors_Chase
191,M14,149.0235875141192,214.38519030030662,196.77573915889553,1711.119984417608,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,30,250520_mACmChPOLR2A_Inhibitors_Chase
192,M15,154.0877582646669,222.15549832611504,210.75453521952898,1443.0992275698159,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,30,250520_mACmChPOLR2A_Inhibitors_Chase
193,M16,166.57013390996298,175.07648624797446,192.19519762273282,1616.937059652419,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,30,250520_mACmChPOLR2A_Inhibitors_Chase
194,M17,164.12706676090932,174.27450454302243,190.13560253715315,1666.8037094281299,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,30,250520_mACmChPOLR2A_Inhibitors_Chase
195,M18,164.76322040501134,174.07160571229755,190.67502748279648,1669.9855399909625,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,30,250520_mACmChPOLR2A_Inhibitors_Chase
196,M19,165.00184476486245,174.23685828572553,194.4238995955369,1644.0049504950496,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,30,250520_mACmChPOLR2A_Inhibitors_Chase
197,M20,162.62216365947324,174.2381795941224,189.39117197687727,1748.9486682808717,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,30,250520_mACmChPOLR2A_Inhibitors_Chase
198,M21,166.70527357091072,173.6347440514006,197.59578232409513,1614.6699266503667,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,30,250520_mACmChPOLR2A_Inhibitors_Chase
199,M22,130.7550447100155,172.47700007278831,212.64002263358842,1642.1522911051213,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,250520_mACmChPOLR2A_Inhibitors_Chase
