,EXPERIMENT,WELL,CELL,DRUG,DRUG_CONCENTRATION,DRUG_CONCENTRATION_LOG,TIME_MINUTES,EU,PRIMARY,SECONDARY,CLICK,TotalNumberCells,EU_647_Intensity,EU_647_Intensity_BGS,EU_647_Intensity_FC
203,260515_mACPOLR2A_CRC_EU,M06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3733,255.1195387954386,96.33384443254661,0.9774665878632636
204,260515_mACPOLR2A_CRC_EU,M07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3885,252.87329295797684,94.08759859508487,0.9546746992266257
205,260515_mACPOLR2A_CRC_EU,M08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3908,249.09565281512496,90.30995845223299,0.9163442760782562
206,260515_mACPOLR2A_CRC_EU,M09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3760,217.0060249534182,58.22033059052623,0.5907417919611876
207,260515_mACPOLR2A_CRC_EU,M10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3631,246.96709065860162,88.18139629570965,0.894746483522094
208,260515_mACPOLR2A_CRC_EU,M11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3972,250.39187330749556,91.60617894460358,0.929496582303127
209,260515_mACPOLR2A_CRC_EU,M12,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3776,250.39963419276603,91.61393982987406,0.9295753293529184
210,260515_mACPOLR2A_CRC_EU,M13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4013,241.8879503554827,83.10225599259073,0.8432101831635557
211,260515_mACPOLR2A_CRC_EU,M14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3574,214.48617935928456,55.70048499639259,0.565173780123305
212,260515_mACPOLR2A_CRC_EU,M15,HCT116 OsTIRF74G,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3695,294.6616960178062,135.87600165491423,1.3786873397659252
220,260515_mACPOLR2A_CRC_EU,N03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4398,306.14429114407034,147.35859678117836,1.49519730720259
221,260515_mACPOLR2A_CRC_EU,N04,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3836,306.3980602960931,147.61236593320112,1.497772216037525
222,260515_mACPOLR2A_CRC_EU,N05,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3708,306.80478545673634,148.01909109384437,1.5018991172041287
223,260515_mACPOLR2A_CRC_EU,N06,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4335,303.0978468475315,144.31215248463954,1.4642860783484526
224,260515_mACPOLR2A_CRC_EU,N07,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3289,296.218007358936,137.43231299604403,1.3944786989214524
225,260515_mACPOLR2A_CRC_EU,N08,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3887,297.6681284337884,138.88243407089644,1.4091925817460613
226,260515_mACPOLR2A_CRC_EU,N09,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3365,288.75915664367835,129.97346228078638,1.3187962905117123
227,260515_mACPOLR2A_CRC_EU,N10,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3860,292.0469221012944,133.26122773840243,1.3521561226919894
228,260515_mACPOLR2A_CRC_EU,N11,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3396,292.0305433447364,133.2448489818444,1.3519899330482505
229,260515_mACPOLR2A_CRC_EU,N12,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3220,291.49119779988206,132.70550343699009,1.3465173781791553
231,260515_mACPOLR2A_CRC_EU,N14,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",No secondary,No secondary,AF647 azide click,3700,274.36338570832726,115.57769134543528,1.172727324005433
