,WELL,IF_647_Intensity,RFP_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,TIME_MINUTES,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT
113,I07,990.647818954047,200.75954506788284,399.95089478485426,731.2942977082064,1621.0570547417117,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,CDK7,Goat anti-mouse Alexa647,1297,251007_mACmChPOLR2A_PTEFB
114,I08,907.8593895391606,191.99168696353968,272.89064818680805,616.4372381026712,1593.507450500102,HCT116 OsTIRF74G,5PhIAA,1440,CDK7,Goat anti-mouse Alexa647,4899,251007_mACmChPOLR2A_PTEFB
115,I09,1161.9250214241765,322.16722805428975,304.33158318209655,727.5108572997806,1612.576023391813,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,CDK7,Goat anti-mouse Alexa647,1368,251007_mACmChPOLR2A_PTEFB
116,I10,1046.1431417519523,199.6595243964867,416.35284859128694,648.9522220876315,1864.8798972382788,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,CDK7,Goat anti-mouse Alexa647,3114,251007_mACmChPOLR2A_PTEFB
117,I11,846.1313761016726,192.27238474671523,275.4427854616749,598.5326991261563,1586.607506488321,HCT116 OsTIRF74G,5PhIAA,240,CDK7,Goat anti-mouse Alexa647,5009,251007_mACmChPOLR2A_PTEFB
118,I12,1226.7264679468265,303.3651816731913,303.6961858115179,698.8218261923784,1669.2738528769119,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,CDK7,Goat anti-mouse Alexa647,1373,251007_mACmChPOLR2A_PTEFB
119,I13,1068.3452247994105,195.96510118519876,404.0376217985567,666.668020687643,1878.0438683948155,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,CDK7,Goat anti-mouse Alexa647,3009,251007_mACmChPOLR2A_PTEFB
120,I14,853.2945865206717,191.50233000514498,272.4488760345392,601.074655607705,1647.6886833046472,HCT116 OsTIRF74G,5PhIAA,240,CDK7,Goat anti-mouse Alexa647,4648,251007_mACmChPOLR2A_PTEFB
121,I15,1152.5616050329234,305.69076298196137,302.8113307156581,748.5338145285114,1657.23355704698,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,CDK7,Goat anti-mouse Alexa647,1490,251007_mACmChPOLR2A_PTEFB
122,I16,911.4314001556654,195.46781460792374,856.3603458492231,611.8563405003513,1929.3735177865613,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CDK7,Goat anti-mouse Alexa647,3036,251007_mACmChPOLR2A_PTEFB
123,I17,843.0054258393312,192.10035730562768,272.3595646874078,636.9737402970123,1612.1027496382055,HCT116 OsTIRF74G,Vehicle,1440,CDK7,Goat anti-mouse Alexa647,4146,251007_mACmChPOLR2A_PTEFB
124,I18,1225.926641351944,297.50451342624916,573.7151056819051,799.1127621058616,1542.6280918727916,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,CDK7,Goat anti-mouse Alexa647,1132,251007_mACmChPOLR2A_PTEFB
125,I19,1013.4125729399433,197.46735079702802,894.0744924870869,671.2201987295682,1952.1786206896552,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CDK7,Goat anti-mouse Alexa647,2900,251007_mACmChPOLR2A_PTEFB
126,I20,856.0087124660828,194.72989788150716,280.46856178285344,637.9959952227558,1621.9822962770113,HCT116 OsTIRF74G,Vehicle,1440,CDK7,Goat anti-mouse Alexa647,3841,251007_mACmChPOLR2A_PTEFB
127,I21,1181.5491673925858,301.41039338181486,585.5922341206444,824.3113055251839,1632.6680040120361,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,CDK7,Goat anti-mouse Alexa647,997,251007_mACmChPOLR2A_PTEFB
128,I22,208.32156961572014,196.05976260063548,280.3511667446641,674.4905321277763,1609.3467574770507,HCT116 OsTIRF74G,Vehicle,1440,No primary,Goat anti-mouse Alexa647,3377,251007_mACmChPOLR2A_PTEFB
129,J03,3263.7906486451097,194.23589778887606,277.0892562851033,538.9938401430401,1638.6009273570326,HCT116 OsTIRF74G,Vehicle,1440,pSer5,Goat anti-rat Alexa647,3235,251007_mACmChPOLR2A_PTEFB
130,J04,1856.4678002223852,208.15235038724023,413.14973060353344,611.6702311845507,1599.0019379844962,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,pSer5,Goat anti-rat Alexa647,1032,251007_mACmChPOLR2A_PTEFB
131,J05,2823.8919172190726,188.73959364948757,269.5758518533265,490.41526841201926,1637.1827987510644,HCT116 OsTIRF74G,5PhIAA,1440,pSer5,Goat anti-rat Alexa647,3523,251007_mACmChPOLR2A_PTEFB
132,J06,3342.852637740686,314.8934798340712,295.78007775697165,571.2508905495898,1644.756157635468,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,pSer5,Goat anti-rat Alexa647,1218,251007_mACmChPOLR2A_PTEFB
133,J07,1599.2462251346672,189.30645410253888,386.9591571644689,536.4939237367174,1751.170918367347,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,pSer5,Goat anti-rat Alexa647,1568,251007_mACmChPOLR2A_PTEFB
134,J08,2424.990832313136,182.97856452574416,264.49861143247085,432.5188082288753,1607.2202763183498,HCT116 OsTIRF74G,5PhIAA,1440,pSer5,Goat anti-rat Alexa647,5139,251007_mACmChPOLR2A_PTEFB
135,J09,3365.4457957561444,308.808137972074,294.79113791316075,575.4938490290104,1615.9953519256308,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,pSer5,Goat anti-rat Alexa647,1506,251007_mACmChPOLR2A_PTEFB
136,J10,1317.8995097778143,187.2544828153004,381.10069786973344,511.28855334929233,1932.9581694672863,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,pSer5,Goat anti-rat Alexa647,2797,251007_mACmChPOLR2A_PTEFB
137,J11,2523.5021691529687,182.70807820339664,263.29184914418573,444.34834062786086,1580.6897571277718,HCT116 OsTIRF74G,5PhIAA,240,pSer5,Goat anti-rat Alexa647,4735,251007_mACmChPOLR2A_PTEFB
138,J12,3885.3861616140384,306.1050015673992,300.2485310098671,669.2511725803047,1553.1602048280906,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,pSer5,Goat anti-rat Alexa647,1367,251007_mACmChPOLR2A_PTEFB
139,J13,1416.581020344854,186.59677862241048,377.2394542801375,510.7680878161655,1862.7369918699187,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,pSer5,Goat anti-rat Alexa647,2460,251007_mACmChPOLR2A_PTEFB
140,J14,3671.1902302373846,191.9265601779811,268.1831705850096,529.3555404209928,1627.8020628683694,HCT116 OsTIRF74G,5PhIAA,240,pSer5,Goat anti-rat Alexa647,4072,251007_mACmChPOLR2A_PTEFB
141,J15,4126.728090634946,317.6342311081246,308.8925939326464,704.5072051199535,1587.6699115044248,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,pSer5,Goat anti-rat Alexa647,1130,251007_mACmChPOLR2A_PTEFB
142,J16,3386.785532082725,194.4618358679943,859.1196808385477,504.8006973156333,1798.9217801753202,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,pSer5,Goat anti-rat Alexa647,2966,251007_mACmChPOLR2A_PTEFB
143,J17,3142.4206011709,192.6833893029948,272.5033553241684,542.7829513155327,1589.8231115320862,HCT116 OsTIRF74G,Vehicle,1440,pSer5,Goat anti-rat Alexa647,4223,251007_mACmChPOLR2A_PTEFB
144,J18,4316.138173526806,297.0145575240761,564.0717064319856,690.1299406404703,1620.2865306122449,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,pSer5,Goat anti-rat Alexa647,1225,251007_mACmChPOLR2A_PTEFB
145,J19,3712.339678381996,202.3805288103901,909.3557038684139,627.0803670818818,1865.646567381039,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,pSer5,Goat anti-rat Alexa647,2753,251007_mACmChPOLR2A_PTEFB
146,J20,3818.2430177221463,196.72090645927457,277.60435037228575,565.0712130840329,1624.2138084632518,HCT116 OsTIRF74G,Vehicle,1440,pSer5,Goat anti-rat Alexa647,3592,251007_mACmChPOLR2A_PTEFB
147,J21,4964.750785412983,310.15902956022,587.881355747037,770.9321140169434,1457.5005753739931,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,pSer5,Goat anti-rat Alexa647,869,251007_mACmChPOLR2A_PTEFB
148,J22,203.83503489218114,192.4145872501287,277.77675982958925,611.884057497516,1624.4839413782352,HCT116 OsTIRF74G,Vehicle,1440,No primary,Goat anti-rat Alexa647,3207,251007_mACmChPOLR2A_PTEFB
149,K03,1372.9979939756636,192.246469058156,277.17733257698114,558.2653542473379,1665.583276450512,HCT116 OsTIRF74G,Vehicle,1440,pSer2,Goat anti-rat Alexa647,2930,251007_mACmChPOLR2A_PTEFB
150,K04,927.9311248615289,226.69653690919685,412.9744271859852,506.7030810228391,1526.4963302752294,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,pSer2,Goat anti-rat Alexa647,1090,251007_mACmChPOLR2A_PTEFB
151,K05,1177.763678964768,190.43262709605298,270.24250712532717,545.8087543973573,1642.1971308434331,HCT116 OsTIRF74G,5PhIAA,1440,pSer2,Goat anti-rat Alexa647,4043,251007_mACmChPOLR2A_PTEFB
152,K06,1454.9712569697904,319.78618432943557,298.5294713375009,673.5700059376057,1632.7760834670946,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,pSer2,Goat anti-rat Alexa647,1246,251007_mACmChPOLR2A_PTEFB
153,K07,995.1782916561616,200.21670433101693,404.4232352430241,686.5797789244444,1644.0113735783027,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,pSer2,Goat anti-rat Alexa647,1143,251007_mACmChPOLR2A_PTEFB
154,K08,1052.496689363981,188.07236631753682,270.26598589199136,532.2431322529004,1644.46329775648,HCT116 OsTIRF74G,5PhIAA,1440,pSer2,Goat anti-rat Alexa647,4591,251007_mACmChPOLR2A_PTEFB
155,K09,1415.3846707789505,315.3223333627445,300.2384819442534,672.4642157690749,1642.2860635696823,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,pSer2,Goat anti-rat Alexa647,1227,251007_mACmChPOLR2A_PTEFB
156,K10,817.8062040488732,187.97864726768532,383.90693502132785,515.4807381082337,2008.4335029069769,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,pSer2,Goat anti-rat Alexa647,2752,251007_mACmChPOLR2A_PTEFB
157,K11,1044.6198868353667,178.55258382439717,254.72186078873742,452.85720266996236,1688.0406241592682,HCT116 OsTIRF74G,5PhIAA,240,pSer2,Goat anti-rat Alexa647,3717,251007_mACmChPOLR2A_PTEFB
158,K12,1272.9466610304214,282.93441900325314,288.35724899580396,544.1789241758827,1689.285116557083,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,pSer2,Goat anti-rat Alexa647,1673,251007_mACmChPOLR2A_PTEFB
159,K13,875.6612740469359,186.34554951912003,384.26852415227484,529.8047540622426,1911.9407474931631,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,pSer2,Goat anti-rat Alexa647,2194,251007_mACmChPOLR2A_PTEFB
160,K14,1134.094400783586,184.6118306962543,263.1112188184093,525.3040524380232,1650.945472489514,HCT116 OsTIRF74G,5PhIAA,240,pSer2,Goat anti-rat Alexa647,4053,251007_mACmChPOLR2A_PTEFB
161,K15,1505.9388128858607,308.2248768765484,301.91956550270896,710.1183723588232,1661.302780638517,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,pSer2,Goat anti-rat Alexa647,971,251007_mACmChPOLR2A_PTEFB
162,K16,1182.289052259821,195.16306775439142,895.7541937077401,582.5745861933294,1904.7609175121306,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,pSer2,Goat anti-rat Alexa647,2267,251007_mACmChPOLR2A_PTEFB
163,K17,1111.8096148038117,189.62896897635767,268.95529301551534,582.6325761812036,1618.4411045943305,HCT116 OsTIRF74G,Vehicle,1440,pSer2,Goat anti-rat Alexa647,4092,251007_mACmChPOLR2A_PTEFB
164,K18,1552.1438686330614,294.1241754191905,567.292498131313,726.0854429301947,1596.470464135021,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,pSer2,Goat anti-rat Alexa647,948,251007_mACmChPOLR2A_PTEFB
165,K19,1210.586022868493,199.33347648745908,895.6612161609116,618.3797691102518,1920.9727800089245,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,pSer2,Goat anti-rat Alexa647,2241,251007_mACmChPOLR2A_PTEFB
166,K20,1198.4864017242169,192.80738844139802,278.1636870740302,554.8371302738711,1641.7650699677072,HCT116 OsTIRF74G,Vehicle,1440,pSer2,Goat anti-rat Alexa647,3716,251007_mACmChPOLR2A_PTEFB
167,K21,1619.6408781639016,309.4040964732373,607.7238983096157,803.5522249970013,1444.1781857451404,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,pSer2,Goat anti-rat Alexa647,926,251007_mACmChPOLR2A_PTEFB
168,K22,204.30272835155344,192.44711587510122,277.9548098184852,574.6536173070748,1661.356983655275,HCT116 OsTIRF74G,Vehicle,1440,No primary,Goat anti-rat Alexa647,2692,251007_mACmChPOLR2A_PTEFB
169,L03,407.5009196066379,191.38379689863186,276.12897996601185,598.7570791921943,1628.4293397072004,HCT116 OsTIRF74G,Vehicle,1440,CDK9,Goat anti-rabbit Alexa647,3347,251007_mACmChPOLR2A_PTEFB
170,L04,732.3803760163559,198.84098044458128,420.5909960480246,673.2902965754758,1625.8593894542091,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,CDK9,Goat anti-rabbit Alexa647,1081,251007_mACmChPOLR2A_PTEFB
171,L05,405.1530157761355,189.4509884074373,273.0464579951774,560.6048310027959,1656.8913354303688,HCT116 OsTIRF74G,5PhIAA,1440,CDK9,Goat anti-rabbit Alexa647,3497,251007_mACmChPOLR2A_PTEFB
172,L06,483.37999549333125,325.777687678863,306.220763460384,665.5724749981042,1610.2385321100917,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,CDK9,Goat anti-rabbit Alexa647,872,251007_mACmChPOLR2A_PTEFB
173,L07,737.5189222227801,199.9420552462646,410.42000924137113,701.900696474952,1690.625,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,CDK9,Goat anti-rabbit Alexa647,1240,251007_mACmChPOLR2A_PTEFB
174,L08,398.17201347777956,188.05201991495372,270.618222390102,569.5531924587749,1619.7329071706504,HCT116 OsTIRF74G,5PhIAA,1440,CDK9,Goat anti-rabbit Alexa647,3598,251007_mACmChPOLR2A_PTEFB
175,L09,488.54301046260264,319.96145312481616,304.29867163974626,732.2796833180515,1616.0108153078204,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,CDK9,Goat anti-rabbit Alexa647,1202,251007_mACmChPOLR2A_PTEFB
176,L10,610.475030584726,195.8997741280291,409.9151240684324,623.570539496406,1866.1870734644722,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,CDK9,Goat anti-rabbit Alexa647,2491,251007_mACmChPOLR2A_PTEFB
177,L11,405.75601317005135,191.02510012475938,270.5811740881273,593.4600955213547,1623.3595617529882,HCT116 OsTIRF74G,5PhIAA,240,CDK9,Goat anti-rabbit Alexa647,4016,251007_mACmChPOLR2A_PTEFB
178,L12,492.2533808585436,311.8283278645734,309.6435931932029,719.958060481247,1574.3037171350861,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,CDK9,Goat anti-rabbit Alexa647,1103,251007_mACmChPOLR2A_PTEFB
179,L13,573.2229088460027,193.07789098011585,407.2103831340416,586.0829574408916,1922.3755292125318,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,CDK9,Goat anti-rabbit Alexa647,2362,251007_mACmChPOLR2A_PTEFB
180,L14,406.92479484829244,189.71352202720783,272.5973497785793,583.968076665305,1677.5828097511937,HCT116 OsTIRF74G,5PhIAA,240,CDK9,Goat anti-rabbit Alexa647,3979,251007_mACmChPOLR2A_PTEFB
181,L15,471.6916684858032,307.45091957218233,304.6115169629329,697.5838791823182,1603.7286973555338,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,CDK9,Goat anti-rabbit Alexa647,1021,251007_mACmChPOLR2A_PTEFB
182,L16,493.470487104342,194.1150475980428,887.9486871362069,620.82015921551,1904.8591604550804,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CDK9,Goat anti-rabbit Alexa647,2549,251007_mACmChPOLR2A_PTEFB
183,L17,403.78109957537737,190.74488578843548,271.90076156987334,605.8340072909697,1619.6280235988202,HCT116 OsTIRF74G,Vehicle,1440,CDK9,Goat anti-rabbit Alexa647,3390,251007_mACmChPOLR2A_PTEFB
184,L18,510.84229608892116,297.6182708137955,585.1572782551207,758.4774697050414,1579.5407894736843,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,CDK9,Goat anti-rabbit Alexa647,760,251007_mACmChPOLR2A_PTEFB
185,L19,479.71628994667213,196.69283170818719,907.4554222422688,647.6439736914233,1951.7616679418516,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CDK9,Goat anti-rabbit Alexa647,2614,251007_mACmChPOLR2A_PTEFB
186,L20,412.48369759800624,192.13089333991516,275.81558029976856,629.2537506870502,1583.3706451612902,HCT116 OsTIRF74G,Vehicle,1440,CDK9,Goat anti-rabbit Alexa647,3100,251007_mACmChPOLR2A_PTEFB
187,L21,488.5293334699044,301.46835409997135,587.7064365694416,796.9026791130327,1541.4846235418877,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,CDK9,Goat anti-rabbit Alexa647,943,251007_mACmChPOLR2A_PTEFB
188,L22,201.74891260311148,191.9215592877751,277.47718360418986,589.8777492019683,1606.369905956113,HCT116 OsTIRF74G,Vehicle,1440,No primary,Goat anti-rabbit Alexa647,2871,251007_mACmChPOLR2A_PTEFB
189,M03,716.738860620744,186.77358568322353,276.88288233870855,502.52377794101454,1585.898593634345,HCT116 OsTIRF74G,Vehicle,1440,BRD4,Goat anti-rabbit Alexa647,2702,251007_mACmChPOLR2A_PTEFB
190,M04,906.7998694761668,196.56537214789327,428.3507754265209,609.9130175468482,1745.7824620573356,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,BRD4,Goat anti-rabbit Alexa647,1186,251007_mACmChPOLR2A_PTEFB
191,M05,724.2096261799948,188.14088467694708,277.3105759295429,514.9666831261097,1654.0369638826185,HCT116 OsTIRF74G,5PhIAA,1440,BRD4,Goat anti-rabbit Alexa647,3544,251007_mACmChPOLR2A_PTEFB
192,M06,923.1937410896302,320.6130079570997,309.20764249503384,631.1027836023487,1477.1007751937984,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,BRD4,Goat anti-rabbit Alexa647,903,251007_mACmChPOLR2A_PTEFB
193,M07,935.7339343967192,197.840544483667,419.81997282689423,639.5063137655233,1690.6771300448431,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,BRD4,Goat anti-rabbit Alexa647,1115,251007_mACmChPOLR2A_PTEFB
194,M08,699.8075206549664,181.86816330861922,269.65304971733286,449.7915006933937,1670.897520661157,HCT116 OsTIRF74G,5PhIAA,1440,BRD4,Goat anti-rabbit Alexa647,3630,251007_mACmChPOLR2A_PTEFB
195,M09,910.87355268299,315.6185543915808,305.02622862187417,608.7749590494366,1577.7674661105318,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,BRD4,Goat anti-rabbit Alexa647,959,251007_mACmChPOLR2A_PTEFB
196,M10,810.6082214164281,187.52584235317948,404.7246889380752,489.3169334496884,1900.3328155339807,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,BRD4,Goat anti-rabbit Alexa647,2575,251007_mACmChPOLR2A_PTEFB
197,M11,733.316056868397,189.670304718748,272.4798164569863,544.0056766032777,1637.68885026074,HCT116 OsTIRF74G,5PhIAA,240,BRD4,Goat anti-rabbit Alexa647,4027,251007_mACmChPOLR2A_PTEFB
198,M12,919.068655291871,307.8870182852365,310.40754570323134,595.0456016627245,1573.7895256916995,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,BRD4,Goat anti-rabbit Alexa647,1012,251007_mACmChPOLR2A_PTEFB
199,M13,879.2200058287929,194.66575348235372,417.28016994368943,541.2714309524646,1894.6201620162017,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,BRD4,Goat anti-rabbit Alexa647,2222,251007_mACmChPOLR2A_PTEFB
200,M14,740.9854005575323,187.40700853525908,271.98815098720564,532.511178412876,1657.0182106096595,HCT116 OsTIRF74G,5PhIAA,240,BRD4,Goat anti-rabbit Alexa647,3789,251007_mACmChPOLR2A_PTEFB
201,M15,903.5284761546502,301.7511156416896,308.190850436119,633.5320793875467,1610.3623623623623,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,BRD4,Goat anti-rabbit Alexa647,999,251007_mACmChPOLR2A_PTEFB
202,M16,936.2968807606311,194.2349761167981,912.1998488506189,588.4303886160939,1887.4040015390535,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,BRD4,Goat anti-rabbit Alexa647,2599,251007_mACmChPOLR2A_PTEFB
203,M17,761.7508321310178,191.49537752456862,273.749554559943,589.7975858672875,1606.7531345778768,HCT116 OsTIRF74G,Vehicle,1440,BRD4,Goat anti-rabbit Alexa647,3589,251007_mACmChPOLR2A_PTEFB
204,M18,1076.0636452110582,305.0945355545624,608.4285046648241,759.4809488175234,1454.8970414201183,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,BRD4,Goat anti-rabbit Alexa647,845,251007_mACmChPOLR2A_PTEFB
205,M19,856.2092474620981,195.4564946123497,920.9813190498998,567.3438282240118,2004.8284235668789,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,BRD4,Goat anti-rabbit Alexa647,2512,251007_mACmChPOLR2A_PTEFB
206,M20,958.4659144303737,195.95179079851252,279.8429627497684,664.3949794567765,1574.4840396257569,HCT116 OsTIRF74G,Vehicle,1440,BRD4,Goat anti-rabbit Alexa647,3634,251007_mACmChPOLR2A_PTEFB
207,M21,1016.7124568568744,299.54920089258803,595.0532936224149,726.2763584280226,1617.2229199372057,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,BRD4,Goat anti-rabbit Alexa647,637,251007_mACmChPOLR2A_PTEFB
208,M22,204.3178539539571,196.23922909752773,280.396620642981,644.9649910381461,1613.9651391622153,HCT116 OsTIRF74G,Vehicle,1440,No primary,Goat anti-rabbit Alexa647,3557,251007_mACmChPOLR2A_PTEFB
209,N03,1488.6809913667744,191.02157966454428,274.39080533123536,606.0879122219405,1655.7733037412809,HCT116 OsTIRF74G,Vehicle,1440,CCNT1,Goat anti-rabbit Alexa647,3154,251007_mACmChPOLR2A_PTEFB
210,N04,1742.692088164501,200.15840928908878,429.3924958688384,685.1290217525191,1666.6058252427185,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,CCNT1,Goat anti-rabbit Alexa647,1030,251007_mACmChPOLR2A_PTEFB
211,N05,1400.6250331830825,194.0878016088927,280.1643805123798,597.2407961379658,1670.7340394233597,HCT116 OsTIRF74G,5PhIAA,1440,CCNT1,Goat anti-rabbit Alexa647,3399,251007_mACmChPOLR2A_PTEFB
212,N06,2079.472970958961,333.9612560624371,315.9926435799931,758.3389488239803,1533.9759036144578,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,CCNT1,Goat anti-rabbit Alexa647,913,251007_mACmChPOLR2A_PTEFB
213,N07,1915.261558085631,202.6338813403209,427.9214016277126,733.5748379901166,1738.0114335971855,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,CCNT1,Goat anti-rabbit Alexa647,1137,251007_mACmChPOLR2A_PTEFB
214,N08,1452.3229031984372,190.1827446714536,274.86725198307806,595.987814609332,1604.3171296296296,HCT116 OsTIRF74G,5PhIAA,1440,CCNT1,Goat anti-rabbit Alexa647,3456,251007_mACmChPOLR2A_PTEFB
215,N09,1929.0612812677011,326.0114969543936,309.4675877073091,706.9117380296613,1623.3166869671134,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,CCNT1,Goat anti-rabbit Alexa647,821,251007_mACmChPOLR2A_PTEFB
216,N10,1184.8778728017076,191.9616988823728,410.0826382671707,571.5354878743176,1896.183848797251,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,CCNT1,Goat anti-rabbit Alexa647,2328,251007_mACmChPOLR2A_PTEFB
217,N11,1465.8288827125068,187.9006538369589,270.5623001682815,542.984211877645,1670.0582381127904,HCT116 OsTIRF74G,5PhIAA,240,CCNT1,Goat anti-rabbit Alexa647,2713,251007_mACmChPOLR2A_PTEFB
218,N12,1827.1964698149022,306.63523330116743,313.0528112970196,541.1119641359579,1532.0756693830035,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,CCNT1,Goat anti-rabbit Alexa647,859,251007_mACmChPOLR2A_PTEFB
219,N13,1195.337451873279,197.54880058557376,404.59756522904024,593.5342072115072,1891.13860911271,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,CCNT1,Goat anti-rabbit Alexa647,2085,251007_mACmChPOLR2A_PTEFB
220,N14,1565.848051016624,188.27098404572592,270.06769326380913,563.145462433004,1614.441024078025,HCT116 OsTIRF74G,5PhIAA,240,CCNT1,Goat anti-rabbit Alexa647,3281,251007_mACmChPOLR2A_PTEFB
221,N15,2006.8073992948796,322.41057521474835,317.2768408763234,748.6963862089394,1546.4808806488993,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,CCNT1,Goat anti-rabbit Alexa647,863,251007_mACmChPOLR2A_PTEFB
222,N16,1524.131635113143,195.8998029164384,913.7658516369526,614.4578476940185,1981.0203648705983,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CCNT1,Goat anti-rabbit Alexa647,2357,251007_mACmChPOLR2A_PTEFB
223,N17,1446.4367937585034,193.01028679951,273.02590408704305,629.452246201043,1588.8302339532092,HCT116 OsTIRF74G,Vehicle,1440,CCNT1,Goat anti-rabbit Alexa647,3334,251007_mACmChPOLR2A_PTEFB
224,N18,1993.5568277361967,293.3206196641061,586.852398104707,709.9945966134875,1551.1792452830189,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,CCNT1,Goat anti-rabbit Alexa647,848,251007_mACmChPOLR2A_PTEFB
225,N19,1513.548435804285,196.4076927683328,898.0920699199748,619.3226027543111,1945.6200085873766,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CCNT1,Goat anti-rabbit Alexa647,2329,251007_mACmChPOLR2A_PTEFB
226,N20,1498.6805223708022,191.65932200427056,276.02433408350174,599.3905406385447,1657.9410911201394,HCT116 OsTIRF74G,Vehicle,1440,CCNT1,Goat anti-rabbit Alexa647,3446,251007_mACmChPOLR2A_PTEFB
